"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"PhzF family isomerase","yddE",9,"GEGEGB_07880","COG:COG0384, COG:R, EC:5.1.-.-, GO:0003824, GO:0005737, GO:0009058, GO:0016853, RefSeq:WP_000804298.1, SO:0001217, UniParc:UPI0000059EC1, UniRef:UniRef100_A0A5X3QZF0, UniRef:UniRef50_P37757, UniRef:UniRef90_P40788"
"Pilin structural protein SafD","safD",9,"GEGEGB_13470","RefSeq:WP_000266939.1, SO:0001217, UniParc:UPI000005A29D, UniRef:UniRef100_A0A8E7CNW2, UniRef:UniRef50_A0A0A7CYM5, UniRef:UniRef90_A0A3S4FC05"
"Polyamine export protein","paeA",9,"GEGEGB_23540","COG:COG1253, COG:R, GO:0005886, GO:0050660, RefSeq:WP_000934974.1, SO:0001217, UniParc:UPI000005A95A, UniRef:UniRef100_A0A0F6BAS6, UniRef:UniRef50_A0A0F6BAS6, UniRef:UniRef90_A0A0F6BAS6"
"Polyisoprenoid-binding periplasmic protein YceI","yceI",9,"GEGEGB_08075","COG:COG2353, COG:R, RefSeq:WP_001761236.1, SO:0001217, UniParc:UPI000190AEAE, UniRef:UniRef100_A0A725VDV4, UniRef:UniRef50_A0A3F3I832, UniRef:UniRef90_A0A3F3I832"
"Protein FixA","fixA",9,"GEGEGB_00395","COG:C, COG:COG2086, GO:0009055, GO:0009437, RefSeq:WP_000692187.1, SO:0001217, UniParc:UPI00000599AC, UniRef:UniRef100_Q5PIN4, UniRef:UniRef50_P76201, UniRef:UniRef90_A9MYK3"
"Protein QmcA","qmcA",9,"GEGEGB_12425","COG:COG0330, COG:O, GO:0016020, RefSeq:WP_000906145.1, SO:0001217, UniParc:UPI000005A1E3, UniRef:UniRef100_A0A725FYW0, UniRef:UniRef50_P0AA55, UniRef:UniRef90_P0AA55"
"Protein SlyX","slyX",9,"GEGEGB_21420","COG:COG2900, COG:S, RefSeq:WP_001152702.1, SO:0001217, UniParc:UPI000005A7E2, UniRef:UniRef100_Q8Z1Y5, UniRef:UniRef50_Q83PY1, UniRef:UniRef90_Q83PY1"
"Protein YcgL","ycgL",9,"GEGEGB_05655","COG:COG3100, COG:S, RefSeq:WP_001763996.1, SO:0001217, UniParc:UPI000190B349, UniRef:UniRef100_Q8Z681, UniRef:UniRef50_B4TXY3, UniRef:UniRef90_B4SUK6"
"Protein YchN","ychN",9,"GEGEGB_08875","COG:COG1553, COG:P, GO:0005829, GO:0032991, GO:0042802, RefSeq:WP_001179794.1, SO:0001217, UniParc:UPI0000059F6F, UniRef:UniRef100_A0A5J2KKK7, UniRef:UniRef50_P0AB53, UniRef:UniRef90_P0AB53"
"Protein YhgF","yhgF",9,"GEGEGB_21155","COG:COG2183, COG:K, GO:0003729, GO:0003735, GO:0005829, GO:0006139, GO:0006412, GO:0010212, RefSeq:WP_000980675.1, SO:0001217, UniParc:UPI000005A7B5, UniRef:UniRef100_A0A0H2VRE5, UniRef:UniRef50_P46837, UniRef:UniRef90_P46837"
"Protein YhjJ","yhjJ",9,"GEGEGB_20635","COG:COG0612, COG:R, GO:0006508, GO:0008237, GO:0042597, GO:0046872, RefSeq:WP_001163190.1, SO:0001217, UniParc:UPI000005A757, UniRef:UniRef100_Q8Z286, UniRef:UniRef50_P37648, UniRef:UniRef90_P50335"
"Protein gns","gns",9,"GEGEGB_05675","RefSeq:WP_001083582.1, SO:0001217, UniParc:UPI0000059D44, UniRef:UniRef100_P64268, UniRef:UniRef50_P0AC93, UniRef:UniRef90_P64268"
"Protein mlc","mlc",9,"GEGEGB_07430","COG:COG1940, COG:GK, GO:0003677, GO:0005737, GO:0005975, GO:0006351, GO:0006355, GO:0016020, GO:0042802, GO:0046872, RefSeq:WP_000225089.1, SO:0001217, UniParc:UPI000190FA59, UniRef:UniRef100_A0A725K6N7, UniRef:UniRef50_P50456, UniRef:UniRef90_P50456"
"Protein phoH","phoH",9,"GEGEGB_09500","SO:0001217, UniParc:UPI000190C42F, UniRef:UniRef100_A0A5H6KCZ4, UniRef:UniRef50_A0A379R5P5, UniRef:UniRef90_A0A379R5P5"
"Protein translocase subunit SecD","secD",9,"GEGEGB_12945","COG:COG0342, COG:U, GO:0005886, GO:0006605, GO:0015031, GO:0015450, GO:0016020, GO:0031522, GO:0032978, GO:0043952, GO:0065002, RefSeq:WP_001541956.1, SO:0001217, UniParc:UPI000048EEE2, UniRef:UniRef100_Q9ZFF8, UniRef:UniRef50_P0AG91, UniRef:UniRef90_P0AG91"
"Protein translocase subunit SecF","secF",9,"GEGEGB_12940","COG:COG0341, COG:U, GO:0005886, GO:0006605, GO:0015031, GO:0015450, GO:0016020, GO:0031522, GO:0032978, GO:0043952, GO:0065002, RefSeq:WP_000046629.1, SO:0001217, UniParc:UPI000005A241, UniRef:UniRef100_A0A5H6KE48, UniRef:UniRef50_P0AG95, UniRef:UniRef90_P0AG95"
"Protein yciN","yciN",9,"GEGEGB_08610","RefSeq:WP_000548616.1, SO:0001217, UniParc:UPI0000059F3F, UniRef:UniRef100_A0A8E6Y094, UniRef:UniRef50_H5V574, UniRef:UniRef90_M1KGZ5"
"Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)","yajL",9,"GEGEGB_05065","COG:COG0693, COG:V, RefSeq:WP_000754799.1, SO:0001217, UniParc:UPI0000059CD4, UniRef:UniRef100_A0A725FZV0, UniRef:UniRef50_A0A385XRY7, UniRef:UniRef90_V1GTP8"
"Putative DNA repair helicase RadD","radD",9,"GEGEGB_03385","COG:COG1061, COG:KL, EC:3.6.4.12, GO:0003677, GO:0003697, GO:0004386, GO:0005524, GO:0006301, GO:0006302, GO:0006412, GO:0008270, GO:0009410, GO:0010212, GO:0016887, GO:0051301, RefSeq:WP_000578121.1, SO:0001217, UniParc:UPI0000059BB5, UniRef:UniRef100_A0A724IWX2, UniRef:UniRef50_P33919, UniRef:UniRef90_P33919"
"Putative aminopeptidase SgcX","sgcX",9,"GEGEGB_08030","COG:COG1363, COG:EG, EC:3.4.11.-, GO:0004177, GO:0006508, GO:0008237, GO:0046872, RefSeq:WP_000144622.1, SO:0001217, UniParc:UPI0000059EDE, UniRef:UniRef100_P58536, UniRef:UniRef50_P39366, UniRef:UniRef90_P58535"
"Putative arginine/ornithine antiporter","ydgI",9,"GEGEGB_07110","COG:COG0531, COG:E, GO:0005886, GO:0006865, GO:0015297, RefSeq:WP_000412353.1, SO:0001217, UniParc:UPI0000059E3F, UniRef:UniRef100_A0A5I0RSE1, UniRef:UniRef50_P0AAE6, UniRef:UniRef90_P0AAE6"
"Putative arylsulfate sulfotransferase",NA,9,"GEGEGB_18560","SO:0001217, UniRef:UniRef50_A0A085HE54, UniRef:UniRef90_B5RF73"
"Putative effector of murein hydrolase","lrgB",9,"GEGEGB_22075","COG:COG1346, COG:M, RefSeq:WP_001067098.1, SO:0001217, UniParc:UPI000005A855, UniRef:UniRef100_A0A725VMG6, UniRef:UniRef50_W9BQI0, UniRef:UniRef90_A0A0J1LPK4"
"Putative epimerase LsrE","lsrE",9,"GEGEGB_18660","COG:COG0036, COG:G, EC:5.1.3.-, GO:0004750, GO:0005829, GO:0005886, GO:0005975, GO:0009052, GO:0046872, RefSeq:WP_001088043.1, SO:0001217, UniParc:UPI000005A616, UniRef:UniRef100_Q8Z2Y1, UniRef:UniRef50_Q8Z2Y1, UniRef:UniRef90_Q8Z2Y1"
"Putative exported protein",NA,9,"GEGEGB_21920","RefSeq:WP_001039344.1, SO:0001217, UniParc:UPI000005A837, UniRef:UniRef100_A0A725VLP8, UniRef:UniRef50_L0MBG7, UniRef:UniRef90_S5NFJ4"
"Putative gluconeogenesis factor","ybhK",9,"GEGEGB_11010","COG:COG0391, COG:GH, GO:0005737, GO:0008360, GO:0043743, RefSeq:WP_001246034.1, SO:0001217, UniParc:UPI000005A0EE, UniRef:UniRef100_P58587, UniRef:UniRef50_P75767, UniRef:UniRef90_P58586"
"Putative glucose-6-phosphate 1-epimerase","yeaD",9,"GEGEGB_06190","COG:COG0676, COG:G, EC:5.1.3.15, GO:0005737, GO:0005975, GO:0030246, GO:0047938, SO:0001217, UniParc:UPI000190AC4E, UniRef:UniRef100_Q8ZPV9, UniRef:UniRef50_P39173, UniRef:UniRef90_Q8ZPV9"
"Putative glutamine amidotransferase-like protein YfeJ","yfeJ",9,"GEGEGB_02285","COG:COG0518, COG:F, GO:0005829, GO:0006541, GO:0016740, GO:0044249, GO:1901566, RefSeq:WP_001263738.1, SO:0001217, UniParc:UPI0000059AF4, UniRef:UniRef100_A0A725VIE2, UniRef:UniRef50_P40194, UniRef:UniRef90_P40194"
"Putative membrane-bound redox modulator Alx","alx",9,"GEGEGB_16540","COG:COG0861, COG:P, GO:0005886, KEGG:K05794, RefSeq:WP_001098834.1, SO:0001217, UniParc:UPI000005A4B9, UniRef:UniRef100_Q8Z3L5, UniRef:UniRef50_P42601, UniRef:UniRef90_Q8ZLX2"
"Putative multidrug resistance protein MdtD","mdtD",9,"GEGEGB_03935","COG:COG2814, COG:G, GO:0005886, GO:0022857, GO:0055085, RefSeq:WP_000134351.1, SO:0001217, UniParc:UPI0000059C1D, UniRef:UniRef100_Q8Z5F5, UniRef:UniRef50_Q0T353, UniRef:UniRef90_Q8ZNQ0"
"Putative negative regulator of RcsB-dependent stress response, UPF0070 family","yfgM",9,"GEGEGB_01830","COG:COG2976, COG:T, RefSeq:WP_000409190.1, SO:0001217, UniParc:UPI0000059AA4, UniRef:UniRef100_A0A8E7CQT9, UniRef:UniRef50_P76576, UniRef:UniRef90_A0A7H9LYU4"
"Putative oxidoreductase YceM","yceM",9,"GEGEGB_09260","COG:COG0673, COG:R, EC:1.-.-.-, GO:0000166, GO:0016491, RefSeq:WP_001259737.1, SO:0001217, UniParc:UPI0000059FB4, UniRef:UniRef100_A0A725K6H8, UniRef:UniRef50_P37168, UniRef:UniRef90_P37168"
"Putative permease PerM","perM",9,"GEGEGB_01985","COG:COG0628, COG:R, GO:0005886, GO:0055085, RefSeq:WP_000892056.1, SO:0001217, UniParc:UPI0000059ABD, UniRef:UniRef100_A0A0N1QU14, UniRef:UniRef50_P0AFJ0, UniRef:UniRef90_P0AFJ0"
"Putative polysaccharide export protein wza","wza",9,"GEGEGB_04000","COG:COG1596, COG:M, GO:0000271, GO:0006811, GO:0009279, GO:0015159, GO:0015288, GO:0046930, RefSeq:WP_000978074.1, SO:0001217, UniParc:UPI0000059C28, UniRef:UniRef100_Q8Z5G4, UniRef:UniRef50_Q8ZNQ9, UniRef:UniRef90_Q8ZNQ9"
"Putative salt-induced outer membrane protein YdiY","ydiY",9,"GEGEGB_06400","COG:COG3137, COG:M, KEGG:K07283, RefSeq:WP_000770984.1, SO:0001217, UniParc:UPI0000059DC2, UniRef:UniRef100_A0A725G224, UniRef:UniRef50_P76206, UniRef:UniRef90_A0A5I0Y1J5"
"Pyridoxal 5'-phosphate homeostasis protein YggS, UPF0001 family","yggS",9,"GEGEGB_15855","COG:COG0325, COG:H, KEGG:K06997, RefSeq:WP_000997790.1, SO:0001217, UniParc:UPI000005A441, UniRef:UniRef100_A0A1S0ZIU9, UniRef:UniRef50_Q9KUQ4, UniRef:UniRef90_A0A2I5HCE3"
"Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family","pdxI",9,"GEGEGB_02445","COG:COG0667, COG:HR, EC:1.1.1.-, KEGG:K19265, RefSeq:WP_000640297.1, SO:0001217, UniParc:UPI0000059B0D, UniRef:UniRef100_A0A725K4P8, UniRef:UniRef50_A0A0M2H5H4, UniRef:UniRef90_A0A2I5HDY5"
"Pyruvate formate lyase-activating enzyme","yjjW",9,"GEGEGB_24340","RefSeq:WP_001064935.1, SO:0001217, UniParc:UPI000005A9DE, UniRef:UniRef100_A0A725K1K2, UniRef:UniRef50_P39409, UniRef:UniRef90_A0A379QQY2"
"Pyruvate-formate lyase-activating enzyme","pflA",9,"GEGEGB_10775","COG:COG1180, COG:O, RefSeq:WP_000576948.1, SO:0001217, UniParc:UPI000005A0CB, UniRef:UniRef100_A0A725GDQ0, UniRef:UniRef50_A0A8B3ZYN5, UniRef:UniRef90_A0A8B3ZYN5"
"Quinone oxidoreductase","qor",9,"GEGEGB_21935","COG:COG0604, COG:CR, EC:1.6.5.5, GO:0003960, GO:0005829, GO:0008270, GO:0070402, RefSeq:WP_000235562.1, SO:0001217, UniParc:UPI000005A83A, UniRef:UniRef100_A0A725G5G4, UniRef:UniRef50_P28304, UniRef:UniRef90_P40783"
"Quinoprotein glucose dehydrogenase","gcd",9,"GEGEGB_00925","COG:COG4993, COG:G, EC:1.1.5.2, GO:0000287, GO:0005886, GO:0008876, GO:0016020, GO:0030288, GO:0048039, GO:0070968, RefSeq:WP_000829735.1, SO:0001217, UniParc:UPI0000059A0D, UniRef:UniRef100_A0A726A9M5, UniRef:UniRef50_P15877, UniRef:UniRef90_P15877"
"RNA 2',3'-cyclic phosphodiesterase","thpR",9,"GEGEGB_01035","EC:3.1.4.58, GO:0004113, GO:0008664, RefSeq:WP_001294175.1, SO:0001217, UniParc:UPI0000059A23, UniRef:UniRef100_A0A725K3F9, UniRef:UniRef50_A0A5H9I9U8, UniRef:UniRef90_A0A5H9I9U8"
"RNA chaperone Hfq","hfq",9,"GEGEGB_23290","COG:COG1923, COG:T, GO:0003723, GO:0006355, RefSeq:WP_001051875.1, SO:0001217, UniParc:UPI000005A92C, UniRef:UniRef100_B5F387, UniRef:UniRef50_Q9ZI76, UniRef:UniRef90_A9MFP0"
"RNA chaperone ProQ","proQ",9,"GEGEGB_05490","GO:0003723, GO:0005737, GO:0010608, GO:0033592, GO:0034057, KEGG:K03607, RefSeq:WP_000431401.1, SO:0001217, UniParc:UPI0000059D21, UniRef:UniRef100_B5F3P7, UniRef:UniRef50_Q5E5C2, UniRef:UniRef90_A8AFM0"
"RNA polymerase sigma factor FliA","fliA",9,"GEGEGB_04945","COG:COG1191, COG:K, GO:0003677, GO:0003899, GO:0005737, GO:0006352, GO:0006355, GO:0016987, RefSeq:WP_001087453.1, SO:0001217, UniParc:UPI0000059CBD, UniRef:UniRef100_P0A2E9, UniRef:UniRef50_P0AEM8, UniRef:UniRef90_P0AEM8"
"RNA polymerase sigma factor RpoD","rpoD",9,"GEGEGB_16465","COG:COG0568, COG:K, GO:0003677, GO:0003700, GO:0005737, GO:0006352, GO:0006355, GO:0016987, RefSeq:WP_001120265.1, SO:0001217, UniParc:UPI000005A4AE, UniRef:UniRef100_A0A5T5IU25, UniRef:UniRef50_P00579, UniRef:UniRef90_P0A2E4"
"RNA polymerase sigma factor RpoE","rpoE",9,"GEGEGB_01460","BlastRules:WP_000003307, COG:COG1595, COG:K, GO:0003677, GO:0005737, GO:0006352, GO:0006355, GO:0006979, GO:0016987, RefSeq:WP_000003307.1, SO:0001217, UniParc:UPI0000059A65, UniRef:UniRef100_D0ZSY9, UniRef:UniRef50_D0ZSY9, UniRef:UniRef90_D0ZSY9"
"RNA polymerase sigma factor RpoH","rpoH",9,"GEGEGB_20900","COG:COG0568, COG:K, GO:0000345, GO:0001000, GO:0001046, GO:0001216, GO:0003677, GO:0005829, GO:0005886, GO:0006310, GO:0006351, GO:0006352, GO:0006355, GO:0009009, GO:0009408, GO:0010468, GO:0016987, GO:0031421, GO:2000142, RefSeq:WP_000159621.1, SO:0001217, UniParc:UPI000005A786, UniRef:UniRef100_A0A5J2K9Y4, UniRef:UniRef50_P11539, UniRef:UniRef90_P11539"
"RNA polymerase sigma factor RpoS","rpoS",9,"GEGEGB_14835","COG:COG0568, COG:K, GO:0003677, GO:0003700, GO:0006352, GO:0006355, GO:0016987, SO:0001217, UniRef:UniRef50_P13445, UniRef:UniRef90_A0A735L0R4"
"RNA polymerase-associated protein RapA","rapA",9,"GEGEGB_00515","COG:COG0553, COG:KL, EC:3.6.4.-, GO:0003677, GO:0004386, GO:0005524, GO:0006355, GO:0016817, GO:0140658, RefSeq:WP_001116972.1, SO:0001217, UniParc:UPI00000599C3, UniRef:UniRef100_Q8Z9J4, UniRef:UniRef50_Q8ZRV8, UniRef:UniRef90_Q8ZRV8"
"RNA polymerase-binding protein DksA","dksA",9,"GEGEGB_01025","COG:COG1734, COG:K, GO:0005737, GO:0005829, GO:0006302, GO:0008270, GO:0010468, GO:0097216, RefSeq:WP_001155232.1, SO:0001217, UniParc:UPI0000059A21, UniRef:UniRef100_P0A1G6, UniRef:UniRef50_P0ABS3, UniRef:UniRef90_P0ABS3"
"RNA pyrophosphohydrolase","rppH",9,"GEGEGB_15310","COG:COG0494, COG:V, EC:3.6.1.-, GO:0016462, GO:0016787, RefSeq:WP_000564481.1, SO:0001217, UniParc:UPI000005A3E2, UniRef:UniRef100_B5F4U8, UniRef:UniRef50_A1TYU2, UniRef:UniRef90_A9MS78"
"RNase E specificity factor CsrD","csrD",9,"GEGEGB_17335","COG:COG2200, COG:T, RefSeq:WP_001241379.1, SO:0001217, UniParc:UPI000005A542, UniRef:UniRef100_A0A725GCG1, UniRef:UniRef50_P13518, UniRef:UniRef90_A0A379QZR1"
"RNase P",NA,9,"GEGEGB_19425","SO:0001217, UniParc:UPI00016BDE79, UniRef:UniRef100_A0A0T9X745, UniRef:UniRef50_A0A0G4JTC3, UniRef:UniRef90_S5MWS7"
"RNase adapter RapZ","rapZ",9,"GEGEGB_17065","COG:COG1660, COG:T, GO:0003723, GO:0005524, GO:0005525, RefSeq:WP_000243746.1, SO:0001217, UniParc:UPI000005A514, UniRef:UniRef100_Q8Z3G1, UniRef:UniRef50_A7MJD4, UniRef:UniRef90_A7MJD4"
"Rad3-related DNA helicase DinG","dinG",9,"GEGEGB_05610","COG:COG1199, COG:L, RefSeq:WP_000128807.1, SO:0001217, UniParc:UPI0000059D38, UniRef:UniRef100_A0A5X1QFA8, UniRef:UniRef50_P76257, UniRef:UniRef90_A0A2V3KB12"
"RamA family antibiotic efflux transcriptional regulator","ramA",9,"GEGEGB_12055","COG:COG2207, COG:K, RefSeq:WP_000155638.1, SO:0001217, UniParc:UPI000005A1A4, UniRef:UniRef100_A0A725VJV4, UniRef:UniRef50_A0A2X3BY04, UniRef:UniRef90_A0A447U7V9"
"Rcs stress response system protein RcsF","rcsF",9,"GEGEGB_01330","GO:0031241, GO:0035556, RefSeq:WP_001202315.1, SO:0001217, UniParc:UPI0000059A52, UniRef:UniRef100_A0A8E6Y2X6, UniRef:UniRef50_P69412, UniRef:UniRef90_P69412"
"RdgB/HAM1 family non-canonical purine NTP pyrophosphatase","rdgB",9,"GEGEGB_15870","COG:COG0127, COG:F, EC:3.6.1.66, GO:0000166, GO:0005737, GO:0005829, GO:0006281, GO:0009117, GO:0009143, GO:0009146, GO:0016462, GO:0017111, GO:0035870, GO:0036220, GO:0036222, GO:0046872, GO:0047429, KEGG:K01519, RefSeq:WP_001174773.1, SO:0001217, UniParc:UPI000005A444, UniRef:UniRef100_Q8Z3U6, UniRef:UniRef50_P52061, UniRef:UniRef90_Q8Z3U6"
"Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha","pntA",9,"GEGEGB_07365","COG:C, COG:COG3288, EC:1.6.1.2, GO:0008750, RefSeq:WP_001219360.1, SO:0001217, UniParc:UPI0000059E71, UniRef:UniRef100_A0A8E7D0I0, UniRef:UniRef50_U5N6P0, UniRef:UniRef90_B7LQR1"
"Re/Si-specific NAD(P)(+) transhydrogenase subunit beta","pntB",9,"GEGEGB_07370","COG:C, COG:COG1282, EC:7.1.1.1, GO:0005886, GO:0008750, GO:0016020, GO:0050661, GO:0071704, RefSeq:WP_000014056.1, SO:0001217, UniParc:UPI0000059E72, UniRef:UniRef100_A0A3Z3HUF1, UniRef:UniRef50_P0AB69, UniRef:UniRef90_P0AB69"
"Rho-binding antiterminator","rof",9,"GEGEGB_01280","COG:COG4568, COG:K, RefSeq:WP_000062330.1, SO:0001217, UniParc:UPI00000CCE63, UniRef:UniRef100_A0A8E6Y2A4, UniRef:UniRef50_P0AFW8, UniRef:UniRef90_A0A0K0H7J7"
"Ribonuclease BN, tRNA processing enzyme","elaC",9,"GEGEGB_09575","COG:COG1234, COG:J, RefSeq:WP_000976557.1, SO:0001217, UniParc:UPI0000059FED, UniRef:UniRef100_A0A725G1Q1, UniRef:UniRef50_A0A344R3F1, UniRef:UniRef90_A0A344R3F1"
"Ribosomal protein S18 acetylase RimI and related acetyltransferases","rimI",9,"GEGEGB_05425","COG:COG0456, COG:J, RefSeq:WP_000354403.1, SO:0001217, UniParc:UPI0000059D17, UniRef:UniRef100_A0A725FTP9, UniRef:UniRef50_B2VF96, UniRef:UniRef90_G9Z9K1"
"RnfH family protein","rnfH",9,"GEGEGB_13895","COG:COG2914, COG:V, RefSeq:WP_000884725.1, SO:0001217, UniParc:UPI00016089A0, UniRef:UniRef100_A0A725G2H4, UniRef:UniRef50_P52119, UniRef:UniRef90_B5F298"
"RpoE-regulated lipoprotein",NA,9,"GEGEGB_02240","RefSeq:WP_000838971.1, SO:0001217, UniParc:UPI0000059AEB, UniRef:UniRef100_A0A1S0ZMG3, UniRef:UniRef50_B2VI17, UniRef:UniRef90_A0A2I5HDV3"
"S-formylglutathione hydrolase","fghA",9,"GEGEGB_03535","COG:COG0627, COG:V, EC:3.1.2.12, GO:0018738, GO:0046292, RefSeq:WP_000425481.1, SO:0001217, UniParc:UPI0000059BD2, UniRef:UniRef100_A0A725VCH4, UniRef:UniRef50_Q8X635, UniRef:UniRef90_A0A0K0HBS3"
"S-ribosylhomocysteine lyase","luxS",9,"GEGEGB_14310","COG:COG1854, COG:T, EC:4.4.1.21, GO:0005506, GO:0009372, GO:0043768, KEGG:K07173, RefSeq:WP_001130194.1, SO:0001217, UniParc:UPI0000051EF7, UniRef:UniRef100_B5F345, UniRef:UniRef50_P44007, UniRef:UniRef90_Q8Z4D7"
"SDR family oxidoreductase UcpA","ucpA",9,"GEGEGB_02250","COG:COG1028, COG:I, EC:1.-.-.-, GO:0016491, RefSeq:WP_000517460.1, SO:0001217, UniParc:UPI0000059AED, UniRef:UniRef100_P0A2D2, UniRef:UniRef50_P37440, UniRef:UniRef90_P37440"
"SOS-induced cell division inhibitor SulA","sulA",9,"GEGEGB_09795","COG:COG5404, COG:D, GO:0000917, GO:0005515, GO:0009432, GO:0051782, RefSeq:WP_000288732.1, SO:0001217, UniParc:UPI000005A00D, UniRef:UniRef100_B5F1V5, UniRef:UniRef50_A9MHT1, UniRef:UniRef90_A9MHT1"
"SPI-1 type III secretion system chaperone SpaK","spaK",9,"GEGEGB_14705","BlastRules:WP_001164066, RefSeq:WP_001164066.1, SO:0001217, UniParc:UPI000005A376, UniRef:UniRef100_P0A1N1, UniRef:UniRef50_P0A1N1, UniRef:UniRef90_P0A1N1"
"SPI-1 type III secretion system effector SipA","sipA",9,"GEGEGB_14640","BlastRules:WP_000258811, BlastRules:WP_000258814, GO:0003779, GO:0005576, RefSeq:WP_000258814.1, SO:0001217, UniParc:UPI000005A369, UniRef:UniRef100_P74849, UniRef:UniRef50_E1WAC6, UniRef:UniRef90_E1WAC6"
"SPI-1 type III secretion system effector SopD","sopD",9,"GEGEGB_14945","BlastRules:WP_001145543, GO:0005576, GO:0016020, GO:0020002, GO:0030254, GO:0033644, GO:0044164, RefSeq:WP_001145541.1, SO:0001217, UniParc:UPI000005A3A3, UniRef:UniRef100_A0A8X6EV00, UniRef:UniRef50_P40722, UniRef:UniRef90_P40722"
"SPI-1 type III secretion system effector inositol phosphate phosphatase SopB","sopB",9,"GEGEGB_09660","BlastRules:WP_001166946, BlastRules:WP_001166955, EC:3.1.3.-, GO:0020003, GO:0023057, GO:0030308, GO:0042577, GO:0045740, GO:0045859, GO:0071944, GO:0140677, RefSeq:WP_001166955.1, SO:0001217, UniParc:UPI0000059FFD, UniRef:UniRef100_Q8Z7R1, UniRef:UniRef50_O30916, UniRef:UniRef90_O30916"
"SPI-1 type III secretion system export apparatus protein SpaP","spaP",9,"GEGEGB_14680","BlastRules:WP_000526016, COG:COG4790, COG:U, GO:0005886, GO:0009306, RefSeq:WP_000526019.1, SO:0001217, UniParc:UPI000005A371, UniRef:UniRef100_Q56023, UniRef:UniRef50_P40700, UniRef:UniRef90_P40700"
"SPI-1 type III secretion system export apparatus protein SpaQ","spaQ",9,"GEGEGB_14675","BlastRules:WP_000342503, COG:COG4794, COG:U, GO:0005886, GO:0009306, RefSeq:WP_000342503.1, SO:0001217, UniParc:UPI000005A370, UniRef:UniRef100_P0A1L9, UniRef:UniRef50_P0A1L9, UniRef:UniRef90_P0A1L9"
"SPI-1 type III secretion system export apparatus protein SpaR","spaR",9,"GEGEGB_14670","BlastRules:WP_000498965, COG:COG4791, COG:U, GO:0005886, GO:0006605, GO:0030254, RefSeq:WP_000964941.1, SO:0001217, UniParc:UPI000005A36F, UniRef:UniRef100_A0A725JTP1, UniRef:UniRef50_P40701, UniRef:UniRef90_P40701"
"SPI-1 type III secretion system export apparatus protein SpaS","spaS",9,"GEGEGB_14665","BlastRules:WP_000097719, COG:COG1377, COG:N, GO:0005886, GO:0009306, KEGG:K22510, RefSeq:WP_000097721.1, SO:0001217, UniParc:UPI000005A36E, UniRef:UniRef100_A0A726ANJ0, UniRef:UniRef50_P40702, UniRef:UniRef90_P40702"
"SPI-1 type III secretion system invasion lipoprotein InvH","invH",9,"GEGEGB_14730","BlastRules:WP_000715092, GO:0009279, RefSeq:WP_000715096.1, SO:0001217, UniParc:UPI000005A37B, UniRef:UniRef100_A0A5W5AH12, UniRef:UniRef50_E1WAE4, UniRef:UniRef90_E1WAE4"
"SPI-1 type III secretion system invasion protein IagB","iagB",9,"GEGEGB_14615","BlastRules:WP_000558926, BlastRules:WP_000558928, COG:COG0741, COG:M, RefSeq:WP_000558926.1, SO:0001217, UniParc:UPI000002DFB3, UniRef:UniRef100_P43018, UniRef:UniRef50_E1WAC2, UniRef:UniRef90_E1WAC2"
"SPI-1 type III secretion system needle tip complex protein SipB","sipB",9,"GEGEGB_14655","BlastRules:WP_000245782, BlastRules:WP_000245788, GO:0005576, GO:0016020, GO:0031640, GO:0033644, GO:0034067, RefSeq:WP_000245782.1, SO:0001217, UniParc:UPI000005A36C, UniRef:UniRef100_Q56134, UniRef:UniRef50_Q56134, UniRef:UniRef90_Q56134"
"SPI-1 type III secretion system needle tip complex protein SipC","sipC",9,"GEGEGB_14650","BlastRules:WP_000909019, BlastRules:WP_000909023, GO:0003779, GO:0005576, GO:0016020, GO:0033644, KEGG:K13286, RefSeq:WP_000909023.1, SO:0001217, UniParc:UPI000005A36B, UniRef:UniRef100_Q56135, UniRef:UniRef50_Q56135, UniRef:UniRef90_Q56135"
"SPI-1 type III secretion system needle tip complex protein SipD","sipD",9,"GEGEGB_14645","BlastRules:WP_000932243, BlastRules:WP_000932246, GO:0005576, KEGG:K13287, RefSeq:WP_000932243.1, SO:0001217, UniParc:UPI000005A36A, UniRef:UniRef100_Q5PEC2, UniRef:UniRef50_P41784, UniRef:UniRef90_Q5PEC2"
"SPI-1 type III secretion system protein SpaM","spaM",9,"GEGEGB_14695","BlastRules:WP_001520714, RefSeq:WP_000555884.1, SO:0001217, UniParc:UPI000005A374, UniRef:UniRef100_A0A379W3D1, UniRef:UniRef50_P40612, UniRef:UniRef90_P40612"
"SPI-1 type III secretion system protein SpaN","spaN",9,"GEGEGB_14690","BlastRules:WP_000503098, GO:0005737, RefSeq:WP_000503113.1, SO:0001217, UniParc:UPI000005A373, UniRef:UniRef100_A0A725FXB4, UniRef:UniRef50_P40613, UniRef:UniRef90_P40613"
