"Gene","Non-unique Gene name","Annotation","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"group_2548","","Cytoplasmic protein","AJBGEP_20735","","BEJGEH_19980","GEGEGB_17690","ODDLKH_21985","","","",""
"group_2521","","Cytoplasmic protein","","","BEJGEH_16865","GEGEGB_17175","","LNHIMF_16980","6_refound_84_pseudo","",""
"panS",";panS","Bile acid:sodium symporter;ketopantoate/pantoate/pantothenate transporter PanS","AJBGEP_22035","","BEJGEH_21295","","ODDLKH_00265","","ONMMKP_12980","",""
"group_2478","","hypothetical protein","","","BEJGEH_20885","GEGEGB_18490","","LNHIMF_20830","ONMMKP_13365","",""
"group_2447","","Mutator family transposase","","","BEJGEH_21925","","","","ONMMKP_12355","IKCLMC_05630","PKJKAM_06005"
"yafK","yafK","Murein LD-transpeptidase YafK","AJBGEP_17265","HFCAGB_17540","BEJGEH_16510","","ODDLKH_18590","","","",""
"group_2418","","Cytoplasmic protein","AJBGEP_17270","HFCAGB_17545","BEJGEH_16515","","ODDLKH_18595","","","",""
"group_2381","","hypothetical protein","AJBGEP_14745","HFCAGB_14965","","","ODDLKH_16055","","","IKCLMC_20410",""
"group_2340","","DUF2645 domain-containing protein","AJBGEP_22785","HFCAGB_22920","BEJGEH_22115","","","","","IKCLMC_05765",""
"group_2264","tnp","IS3 family transposase","","","BEJGEH_03455","","","LNHIMF_04090","","IKCLMC_00165","PKJKAM_00790"
"group_2166","","Type VI secretion lipoprotein/VasD","0_refound_6","","","","ODDLKH_03825","","","IKCLMC_10145","8_refound_117"
"group_2112","","Bacteriophage protein","AJBGEP_05105","","","GEGEGB_10050","ODDLKH_08375","","","","PKJKAM_01315"
"group_2098","","Holin","AJBGEP_05115","HFCAGB_06855","","","ODDLKH_08385","","","","PKJKAM_01305"
"group_2090","","hypothetical protein","AJBGEP_17830","HFCAGB_18100","","","ODDLKH_19145","","","7_refound_89",""
"group_2073","","hypothetical protein","AJBGEP_09800","","","","ODDLKH_11785","LNHIMF_09690","","","8_refound_111"
"insF","insF","Transposase insF for insertion sequence IS3A/B/C/D","","","2_refound_30","","","","ONMMKP_12365","IKCLMC_05615","PKJKAM_06015"
"group_1874","dksA","RNA polymerase-binding transcription factor DksA","","HFCAGB_14815","BEJGEH_13745","GEGEGB_22890","","","ONMMKP_20785","",""
"group_1817","","Rha family transcriptional regulator","","HFCAGB_14840","BEJGEH_13770","GEGEGB_22915","","","ONMMKP_20760","",""
"group_1636","","Inner membrane protein","","HFCAGB_21020","","","","","ONMMKP_14175","IKCLMC_02430","PKJKAM_07660"
"yigF","yigF","Uncharacterized protein YigF","AJBGEP_20795","","BEJGEH_20040","GEGEGB_17635","ODDLKH_22045","","","",""
"yigG","yigG","Inner membrane protein yigG","AJBGEP_20800","","BEJGEH_20045","GEGEGB_17630","ODDLKH_22050","","","",""
"group_1219","","Inner membrane protein","","HFCAGB_21015","","","","","ONMMKP_14180","IKCLMC_02435","PKJKAM_07665"
"gtgA","gtgA","Type III secretion system effector protease GtgA","AJBGEP_05120","HFCAGB_06860","","","","","","IKCLMC_00985","PKJKAM_01300"
"group_1133","","phage major tail tube protein","","HFCAGB_14670","BEJGEH_13600","GEGEGB_22740","","","ONMMKP_20950","",""
"group_934","","Phage repressor protein C contains Cro/C1-type HTH and peptisase s24 domains","","HFCAGB_14845","BEJGEH_13775","GEGEGB_22920","","","ONMMKP_20755","",""
"group_701","fruB","fused PTS fructose transporter subunit IIA/HPr protein","","","","GEGEGB_16725","ODDLKH_18485","","","IKCLMC_17975","PKJKAM_08875"
"group_618","","putative membrane transporter protein","","","BEJGEH_20395","","","","ONMMKP_13850","IKCLMC_03315","PKJKAM_07335"
"group_592","","aldose-1-epimerase","","","BEJGEH_20400","","","","ONMMKP_13845","IKCLMC_03320","PKJKAM_07330"
"rfbJ","rfbJ","CDP-abequose synthase","AJBGEP_11265","","BEJGEH_10555","","ODDLKH_12940","LNHIMF_11185","","",""
"group_572","rfbX","Putative O-antigen transporter","AJBGEP_11260","","BEJGEH_10550","","ODDLKH_12935","LNHIMF_11180","","",""
"group_548","lysR","LysR family transcriptional regulator","","HFCAGB_00720","BEJGEH_00745","GEGEGB_00760","","","ONMMKP_10195","",""
"group_468","","Aldo-keto reductase family 1 member C1-like protein -alpha-hydroxysteroid dehydrogenase 20-alpha-HSDDihydrodiol dehydrogenase 1 DD-1 DD1","","HFCAGB_00715","BEJGEH_00740","GEGEGB_00755","","","ONMMKP_10200","",""
"rfbV","rfbV","abequosyltransferase RfbV","AJBGEP_11255","","BEJGEH_10545","","ODDLKH_12930","LNHIMF_11175","","",""
"sseK2","sseK2","type III secretion system effector arginine glycosyltransferase SseK2","AJBGEP_11515","","","","ODDLKH_13195","","","IKCLMC_09270","PKJKAM_19990"
"group_322","","hypothetical protein","","HFCAGB_14675","BEJGEH_13605","GEGEGB_22745","","","ONMMKP_20945","",""
"rfc","rfc","O-antigen polymerase","AJBGEP_07045","HFCAGB_09780","","GEGEGB_06420","ODDLKH_09045","","","",""
"group_3136","","ASCH domain-containing protein","","HFCAGB_02925","","","","","ONMMKP_04000","","PKJKAM_15925"
"group_3133","","Type IV secretion protein Rhs;RHS repeat protein","","HFCAGB_01545","","GEGEGB_13515","","","","","PKJKAM_17305"
"group_3128","ninZ","NinZ","","","","","","LNHIMF_02965","","IKCLMC_11775","PKJKAM_15765"
"group_3124","ninB","Protein ninB","","HFCAGB_03055","","","","LNHIMF_02945","ONMMKP_03870","",""
"group_3123","","Lipocalin-like domain-containing protein","AJBGEP_14015","","","","","LNHIMF_21475","","IKCLMC_01420",""
"group_3118","dinI;","DinI family protein;Bacteriophage sos operon Tum protein","","","BEJGEH_13725","GEGEGB_22865","","","ONMMKP_20805","",""
"ral",";ral","Restriction endonuclease;Restriction inhibitor protein ral","","HFCAGB_03005","","","","","ONMMKP_03930","","PKJKAM_15855"
"group_3098","","Gp43","","HFCAGB_02935","","","","LNHIMF_21380","ONMMKP_03990","",""
"group_3097","","2-nitropropane dioxygenase NPD;Enoyl-[acyl-carrier protein] reductase II","","","BEJGEH_07630","","","LNHIMF_08075","ONMMKP_02475","",""
"group_3089","","DUF29 domain-containing protein;Uncharacterized protein DUF29","","","BEJGEH_07645","","","LNHIMF_08065","","IKCLMC_23090",""
"group_3082","","HNH nuclease domain-containing protein;Sb56","AJBGEP_10645","HFCAGB_11005","","","","LNHIMF_10900","","",""
"group_3080","","Phage tail protein","","","BEJGEH_13360","","","","ONMMKP_20660","","PKJKAM_09220"
"group_3079","","Rad50/SbcC-type AAA domain-containing protein;ATP-binding protein;ATPase AAA-type core domain-containing protein;putative ATP-binding protein involved in virulence","AJBGEP_19750","HFCAGB_20040;HFCAGB_20035;HFCAGB_20030","","","ODDLKH_21050","","","",""
"group_3078","","DUF1367 domain-containing protein","AJBGEP_06325","HFCAGB_06830","","","","","","IKCLMC_04525",""
"group_3073","","phage portal protein","","","BEJGEH_13705","GEGEGB_22845","","","ONMMKP_20825","",""
"group_3065","","DNA breaking-rejoining protein","AJBGEP_05025","","","","ODDLKH_08275","","ONMMKP_05685","",""
"group_3054","casA","type I-E CRISPR-associated protein Cse1/CasA","","","","GEGEGB_14930","","LNHIMF_14905","","","PKJKAM_12180"
"group_3053","","Phage tail protein;Tail fiber assembly protein","AJBGEP_10520","HFCAGB_10880","","","","LNHIMF_10780","","",""
"group_3049","","phage terminase small subunit P27 family","AJBGEP_10640","HFCAGB_11000","","","","LNHIMF_10895","","",""
"group_3044","","Phage protein","","","BEJGEH_13355","","","","ONMMKP_20665","","PKJKAM_09225"
"group_3043","","Phage protein;Phage tail assembly chaperone","","","BEJGEH_13335","","","","ONMMKP_20685","","PKJKAM_09245"
"group_3040","","phage virion morphogenesis protein","","","BEJGEH_13645","GEGEGB_22785","","","ONMMKP_20885","",""
"group_3032","","DUF4376 domain-containing protein","AJBGEP_22050","","BEJGEH_21310","","","","ONMMKP_12960","",""
"group_3030","casB","type I-E CRISPR-associated protein Cse2/CasB","","","","GEGEGB_14925","","LNHIMF_14900","","","PKJKAM_12185"
"group_3023","yjcR","Uncharacterized conserved protein YjcR contains N-terminal HTH domain","","","BEJGEH_13700","GEGEGB_22840","","","ONMMKP_20830","",""
"stdD","stdD","StdD","AJBGEP_15995","HFCAGB_16265","","GEGEGB_15460","","","","",""
"group_3008",";hsdM","site-specific DNA-methyltransferase (adenine-specific);Type I restriction enzyme StySJI methylase subunit;type I restriction-modification system methyltransferase","AJBGEP_23710","","","GEGEGB_24170;GEGEGB_24165","ODDLKH_02005","","","",""
"faeH","faeH","F4 (K88) fimbria minor subunit FaeH","","HFCAGB_24395","","","ODDLKH_00925","LNHIMF_22075","","",""
"group_2997",";rhsA","hypothetical protein;Protein RhsA","","HFCAGB_01565","BEJGEH_01505","","","","","","PKJKAM_17270"
"trbH","trbH","TrbH","","","BEJGEH_15245","","","LNHIMF_15400","","","PKJKAM_11670"
"group_2958","cas3;","Helicase Cas3;HD Cas3-type domain-containing protein","","","","GEGEGB_14940","","LNHIMF_14910","","","PKJKAM_12175"
"group_2956","","Phage tail tape measure protein domain-containing protein","AJBGEP_10565","HFCAGB_10920","","","","LNHIMF_10820","","",""
"group_2955","","Phage tail protein;Sb24","AJBGEP_10525","HFCAGB_10885","","","","LNHIMF_10785","","",""
"group_2937","","Putative terminase large subunit;Sb2","AJBGEP_10635","HFCAGB_10995","","","","LNHIMF_10890","","",""
"group_2920","","Transposase","AJBGEP_23580","","BEJGEH_23080","","","LNHIMF_22880","","",""
"group_2914","","Uncharacterized protein","","HFCAGB_03035","","","","LNHIMF_02915","","IKCLMC_11720",""
"group_2907","","Lysozyme","","HFCAGB_03095","","","","","","IKCLMC_11795","PKJKAM_15750"
"group_2906","","Phage tail tape measure protein;Phage-related tail protein","","","BEJGEH_13330","","","","ONMMKP_20690","","PKJKAM_09250"
"group_2904","","Phage holin family 2","","","BEJGEH_13350","","","","ONMMKP_20670","","PKJKAM_09230"
"group_2903","","Phage-related protein","","","BEJGEH_13340","","","","ONMMKP_20680","","PKJKAM_09240"
"group_2899","","Integrase;DUF4102 domain-containing protein","","","BEJGEH_10120","","","LNHIMF_10435","","IKCLMC_09980",""
"group_2897","lysB","Rz-like lysis system protein LysB","","","BEJGEH_13655","GEGEGB_22795","","","ONMMKP_20875","",""
"group_2892","","Phage tail protein;phage tail protein","","","BEJGEH_13650","GEGEGB_22790","","","ONMMKP_20880","",""
"group_2841","","phage major capsid protein P2 family","","","BEJGEH_13690","GEGEGB_22830","","","ONMMKP_20840","",""
"sspH1","sspH1","type III secretion system effector E3 ubiquitin transferase SspH1","AJBGEP_06550","","","","ODDLKH_08550","","","IKCLMC_04765",""
"group_2824",";secG","Inner membrane protein;Preprotein translocase subunit SecG","","","","3_refound_53","","LNHIMF_01655","ONMMKP_09290","",""
"cas7e","cas7e","type I-E CRISPR-associated protein Cas7/Cse4/CasC","","","","GEGEGB_14920","","LNHIMF_14895","","","PKJKAM_12190"
"group_2811",";fimB","Putative integrase;Integrase/recombinase includes phage integrase","","HFCAGB_11180","BEJGEH_09865","GEGEGB_04695","","","","",""
"recE","recE","exodeoxyribonuclease VIII","AJBGEP_06245","HFCAGB_06755","","","","","","IKCLMC_04455",""
"group_2791","","DUF4765 domain-containing protein","","","BEJGEH_07085","GEGEGB_08240","","LNHIMF_08585","","",""
"group_2783","","Transposase","AJBGEP_05265","HFCAGB_05510","","","","","","IKCLMC_02750",""
"group_2772","","Bacterial surface antigen (D15) domain-containing protein","","","BEJGEH_19425","GEGEGB_19480","","LNHIMF_19420","","",""
"group_2766","","Capsid scaffolding protein;GPO family capsid scaffolding protein","","","BEJGEH_13695","GEGEGB_22835","","","ONMMKP_20835","",""
"group_2761","","Inner membrane protein","","HFCAGB_07470","BEJGEH_06415","","","","","IKCLMC_21915",""
"group_2737","","Secreted protein","","","","GEGEGB_06155","","LNHIMF_06665","ONMMKP_04255","",""
"group_2678","","DUF4056 domain-containing protein","","","BEJGEH_19420","GEGEGB_19485","","LNHIMF_19415","","",""
"group_2669","","GlcNAc transferase","","","BEJGEH_06000","","","","","IKCLMC_21510","PKJKAM_21590"
"faeI","faeI","K88 minor fimbrial subunit faeI","","HFCAGB_24390","","","ODDLKH_00930","LNHIMF_22080","","",""
"group_2666","tnp","IS3 family ISSen1 transposase;IS3 family transposase","","","BEJGEH_17545","","","","ONMMKP_13445","","PKJKAM_19355"
"group_2665","","hypothetical protein","","","BEJGEH_16095","","","","","IKCLMC_21320","PKJKAM_00070"
"group_2661","","Integrase;Putative integrase","AJBGEP_06545","","","","ODDLKH_08545","","","IKCLMC_04760",""
"group_2655","","Fimbrial-type adhesion domain-containing protein","","","","","","LNHIMF_09660","","IKCLMC_21480","PKJKAM_21565"
"group_2652",";tnp","Transposase;IS3 family ISSen1 transposase ORF A","","","BEJGEH_16100","","","","","IKCLMC_21325","PKJKAM_00795"
"group_2646","","Sugar tyrosine-protein kinase","","HFCAGB_01570","BEJGEH_01510","","","","","","PKJKAM_17265"
"group_2645","","hypothetical protein;Exodeoxyribonuclease VIII-like protein","AJBGEP_14145","","","","","LNHIMF_11015","","IKCLMC_01290;IKCLMC_01285",""
"group_2608","","Baseplate protein","AJBGEP_10555","HFCAGB_10910","","","","LNHIMF_10810","","",""
"group_2607","","Baseplate protein J-like domain-containing protein;KilA-N domain-containing protein","AJBGEP_10540;AJBGEP_10535","HFCAGB_10895","","","","LNHIMF_10795","","",""
"recT","recT","Gifsy-2 prophage RecT","AJBGEP_14150","","","","","LNHIMF_11020","","IKCLMC_00425",""
"group_2596","","Inner membrane protein","AJBGEP_23690","","","GEGEGB_24145","ODDLKH_01985","","","",""
"group_2586","","hypothetical protein;Cyclic nucleotide-binding domain-containing protein","","","BEJGEH_19810","GEGEGB_17865;GEGEGB_17860","","LNHIMF_19815","","",""
"group_2582","","Antitoxin protein (Leta protein) (Protein h) (Lyna)","","HFCAGB_23555","BEJGEH_22895","","","LNHIMF_22835","","",""
"group_2538","","Phage protein","AJBGEP_10755","HFCAGB_11125","","","","LNHIMF_21400","","",""
"group_2537","","Secreted protein","","","","GEGEGB_13635","","LNHIMF_01430","","IKCLMC_10115",""
"group_2508","","Pilus assembly protein","AJBGEP_01590","","","","ODDLKH_03945","","","","PKJKAM_17240"
"group_2498","","hypothetical protein","","HFCAGB_24380","","","ODDLKH_00935","LNHIMF_22085","","",""
"group_2487","","Prophage protein","AJBGEP_10750","HFCAGB_11120","","","","LNHIMF_21405","","",""
"group_2482","","hypothetical protein","","HFCAGB_24365","","","ODDLKH_00950","LNHIMF_22100","","",""
"group_2477","","Phage protein","AJBGEP_22625","HFCAGB_22775","","","ODDLKH_00865","","","",""
"cas6e","cas6e","type I-E CRISPR-associated protein Cas6/Cse3/CasE","","","","GEGEGB_14910","","LNHIMF_14885","","","PKJKAM_12200"
"group_2445","relB","Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module","AJBGEP_18515","HFCAGB_18780","","","ODDLKH_19825","","","",""
"group_2432","icd;","NADP-dependent isocitrate dehydrogenase;isocitrate dehydrogenase (NADP(+))","AJBGEP_06560","","","","ODDLKH_08560","","","IKCLMC_04775",""
"group_2421","","HK97 family phage prohead protease","AJBGEP_10620","HFCAGB_10980;HFCAGB_10975","","","","LNHIMF_10875","","",""
"group_2411","","Secreted protein","","","BEJGEH_17985","GEGEGB_20945","","LNHIMF_18015","","",""
"group_2370","","Phage protein","","","BEJGEH_13295","","","","ONMMKP_20725","","PKJKAM_09285"
"group_2361","","Phage tail assembly protein;Sb15","AJBGEP_10570","HFCAGB_10925","","","","LNHIMF_10825","","",""
"group_2360","","hypothetical protein","AJBGEP_07050","","","GEGEGB_06425","ODDLKH_09050","","","",""
"group_2359","","GGDEF domain-containing protein","","HFCAGB_06815","","GEGEGB_05380","","","","IKCLMC_00950",""
"group_2358","pnuC","nicotinamide riboside transporter PnuC","","","BEJGEH_19820","GEGEGB_17850","","LNHIMF_19825","","",""
"group_2356","","Cytoplasmic protein","AJBGEP_19710","","BEJGEH_18960","","ODDLKH_21010","","","",""
"tcfB","tcfB","fimbrial protein TcfB","","","","GEGEGB_13435","","LNHIMF_01630","ONMMKP_09315","",""
"yafQ","yafQ","mRNA-degrading endonuclease YafQ (mRNA interferase) toxin component of the YafQ-DinJ toxin-antitoxin module","AJBGEP_18510","HFCAGB_18775","","","ODDLKH_19820","","","",""
"group_2331","tnp","IS3 family ISSen1 transposase","","","BEJGEH_16090","","","","","IKCLMC_21315","8_refound_119"
"group_2324","","DUF2635 domain-containing protein","AJBGEP_10585","HFCAGB_10940","","","","LNHIMF_10840","","",""
"group_2323","","Sb13","AJBGEP_10580","HFCAGB_10935","","","","LNHIMF_10835","","",""
"group_2322","","Phage tail protein","AJBGEP_10575","HFCAGB_10930","","","","LNHIMF_10830","","",""
"group_2321","","phage major capsid protein","AJBGEP_10560","HFCAGB_10915","","","","LNHIMF_10815","","",""
"group_2320","","Sb19","AJBGEP_10550","HFCAGB_10905","","","","LNHIMF_10805","","",""
"group_2319","","Phage protein GP46","AJBGEP_10545","HFCAGB_10900","","","","LNHIMF_10800","","",""
"group_2318","","Sb23","AJBGEP_10530","HFCAGB_10890","","","","LNHIMF_10790","","",""
"group_2316","","Phage virulence factor","AJBGEP_09805","","","","ODDLKH_11790","","","7_refound_96",""
"group_2302","yjdB","Uncharacterized conserved protein YjdB contains Ig-like domain","AJBGEP_06470","","","","","","ONMMKP_05505","IKCLMC_05865",""
"group_2299","insQ","Transposase","AJBGEP_06460","","","","","","ONMMKP_05515","IKCLMC_05855",""
"group_2269","","DUF4060 domain-containing protein","AJBGEP_14155","","","","","LNHIMF_11025","","IKCLMC_00430",""
"group_2266","tnp","IS3 family ISSen1 transposase ORF A","","","BEJGEH_17555","","","","ONMMKP_13450","","PKJKAM_19360"
"group_2160","","Transposase","","HFCAGB_15605","BEJGEH_14520","","","","","","PKJKAM_12355"
"group_2148","","hypothetical protein","","","","GEGEGB_13640","","LNHIMF_01425","","IKCLMC_10110",""
"group_2147","","hypothetical protein","","","BEJGEH_03170","","ODDLKH_05580","LNHIMF_03845","","",""
"group_2127","","hypothetical protein","","","BEJGEH_11185","GEGEGB_03500","","","ONMMKP_23205","",""
"group_2085","","hypothetical protein","AJBGEP_08115","","","","ODDLKH_10120","","","","8_refound_110"
"group_2076","","hypothetical protein","0_refound_7","","","","ODDLKH_08535","","","IKCLMC_04745",""
"group_2074","","MYM-type domain-containing protein","AJBGEP_14130","","","","","LNHIMF_11000","","IKCLMC_01305",""
"ymfR","ymfR","Uncharacterized protein YmfR","AJBGEP_10630","HFCAGB_10990","","","","LNHIMF_10885","","",""
"group_1963","","Bacteriophage protein","AJBGEP_10610","HFCAGB_10965","","","","LNHIMF_10865","","",""
"group_1954","gpX","P2-like prophage tail protein X","","","BEJGEH_13675","GEGEGB_22815","","","ONMMKP_20855","",""
"group_1930","","Plasmid-encoded fimbriae regulatory","","HFCAGB_24370","","","ODDLKH_00945","LNHIMF_22095","","",""
"group_1921","","Secretory protein","","","BEJGEH_13670","GEGEGB_22810","","","ONMMKP_20860","",""
"group_1838","","Excisionase","AJBGEP_06220","","","","ODDLKH_08240","","","IKCLMC_04430",""
"group_1686","","C1","","HFCAGB_03030","","","","LNHIMF_02910","","IKCLMC_11715",""
"group_1685","","TonB-dependent receptor","","HFCAGB_00560","","","","","ONMMKP_10355","IKCLMC_15475",""
"group_1665","","DNA breaking-rejoining protein","AJBGEP_14135","","","","","LNHIMF_11005","","IKCLMC_01300",""
"group_1616","","Helix-turn-helix domain-containing protein","AJBGEP_06535","","","","ODDLKH_08540","","","IKCLMC_04750",""
"ccdB","ccdB","Toxin CcdB","","HFCAGB_23560","BEJGEH_22900","","","LNHIMF_22840","","",""
"group_1570","","Prophage protein","AJBGEP_06235","","","","ODDLKH_08255","","","IKCLMC_04445",""
"group_1562","","head-tail connector protein","AJBGEP_10605","HFCAGB_10960","","","","LNHIMF_10860","","",""
"group_1555","","phage holin lambda family","","HFCAGB_03090","","","","","","IKCLMC_11790","PKJKAM_15755"
"group_1548","","DUF2590 domain-containing protein","","","BEJGEH_13325","","","","ONMMKP_20695","","PKJKAM_09255"
"group_1534","","Bacteriophage protein","AJBGEP_06230","","","","ODDLKH_08250","","","IKCLMC_04440",""
"group_1532","","Bacterial Ig-like domain-containing protein","","","","","","","ONMMKP_12380","IKCLMC_05600","PKJKAM_06030"
"group_1511","","Peptidase M15C domain-containing protein","","","BEJGEH_13345","","","","ONMMKP_20675","","PKJKAM_09235"
"group_1494","","phage holin lambda family","","HFCAGB_05365","","","","LNHIMF_10920","ONMMKP_05585","",""
"sugR","sugR","C-terminal region of SugR","AJBGEP_19755","HFCAGB_20045","","","ODDLKH_21055","","","",""
"group_1449","","Glycerol dehydratase reactivation factor","","HFCAGB_01725","","","","","ONMMKP_09185","","PKJKAM_17105"
"istB","istB","ATP-binding protein IstB","","","","GEGEGB_13445","","LNHIMF_01615","ONMMKP_09325","",""
