"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"carboxylate/amino acid/amine transporter","bioP",9,"GEGEGB_17585","COG:COG0697, COG:GER, GO:0005886, GO:0016020, RefSeq:WP_001196257.1, SO:0001217, UniParc:UPI000005A566, UniRef:UniRef100_P0A1U3, UniRef:UniRef50_P0A1U3, UniRef:UniRef90_P0A1U3"
"cell division ATP-binding protein FtsE","ftsE",9,"GEGEGB_20890","COG:COG2884, COG:D, GO:0000910, GO:0005524, RefSeq:WP_000617729.1, SO:0001217, UniParc:UPI000005A784, UniRef:UniRef100_A0A8E6XE38, UniRef:UniRef50_P44871, UniRef:UniRef90_A0A078LHM1"
"cell surface composition regulator GlgS","glgS",9,"GEGEGB_16385","GO:1900191, GO:1902201, SO:0001217, UniParc:UPI000005A4A0, UniRef:UniRef100_Q5PC89, UniRef:UniRef50_Q7UBJ0, UniRef:UniRef90_Q5PC89"
"cellulose biosynthesis c-di-GMP-binding protein BcsE","bcsE",9,"GEGEGB_20580","GO:0030244, GO:0035438, SO:0001217, UniRef:UniRef50_P37657, UniRef:UniRef90_A0A0F6B8A2"
"cellulose synthase complex outer membrane protein BcsC","bcsC",9,"GEGEGB_20615","GO:0005515, GO:0019867, GO:0030244, SO:0001217, UniRef:UniRef50_A0A0I2RMC6, UniRef:UniRef90_UPI0011BA8E9A"
"citrate lyase acyl carrier protein","citD",9,"GEGEGB_00320","COG:C, COG:COG3052, EC:4.1.3.6, GO:0005737, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_000691461.1, SO:0001217, UniParc:UPI000005999D, UniRef:UniRef100_Q5PKJ6, UniRef:UniRef50_A6T4H4, UniRef:UniRef90_Q5PKJ6"
"citrate lyase acyl carrier protein 1","citD",9,"GEGEGB_11825","BlastRules:WP_000700679, COG:C, COG:COG3052, EC:4.1.3.6, GO:0005737, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_000700679.1, SO:0001217, UniParc:UPI000005A17C, UniRef:UniRef100_Q8XGN1, UniRef:UniRef50_Q7VLZ2, UniRef:UniRef90_Q8XGN1"
"citrate synthase","gltA",9,"GEGEGB_11310","COG:C, COG:COG0372, EC:2.3.3.16, GO:0004108, GO:0005737, GO:0006099, KEGG:K01647, RefSeq:WP_000785816.1, SO:0001217, UniParc:UPI000005A126, UniRef:UniRef100_A0A725FVT6, UniRef:UniRef50_O68883, UniRef:UniRef90_O68883"
"citrate/sodium symporter CitS","citS",9,"GEGEGB_00310","BlastRules:WP_000183602, BlastRules:WP_004151375, COG:C, COG:COG3493, GO:0005886, GO:0006101, GO:0008514, GO:0015293, RefSeq:WP_000183602.1, SO:0001217, UniParc:UPI000005999B, UniRef:UniRef100_P0A2G0, UniRef:UniRef50_P31602, UniRef:UniRef90_P31602"
"class II fructose-bisphosphatase","glpX",9,"GEGEGB_18635","COG:COG1494, COG:G, EC:3.1.3.11, GO:0005737, GO:0006071, GO:0006094, GO:0042132, GO:0046872, RefSeq:WP_001250624.1, SO:0001217, UniParc:UPI000160899A, UniRef:UniRef100_Q8Z2Y5, UniRef:UniRef50_P21437, UniRef:UniRef90_P0A9D0"
"cobalt ECF transporter S component CbiM","cbiM",9,"GEGEGB_04530","GO:0009236, SO:0001217, UniRef:UniRef50_A0A919I0U8, UniRef:UniRef90_A0A3S4FMJ6"
"copper homeostasis membrane protein CopD","copD",9,"GEGEGB_05350","COG:COG1276, COG:P, GO:0006825, GO:0016020, RefSeq:WP_000979693.1, SO:0001217, UniParc:UPI0000059D0A, UniRef:UniRef100_A0A725G5B6, UniRef:UniRef50_P76278, UniRef:UniRef90_A0A379SLG3"
"curved DNA-binding protein","cbpA",9,"GEGEGB_09565","COG:COG0484, COG:O, GO:0003681, GO:0005737, GO:0006457, GO:0009295, GO:0051082, RefSeq:WP_000420603.1, SO:0001217, UniParc:UPI0000059FEB, UniRef:UniRef100_B5F1Z5, UniRef:UniRef50_Q87VN8, UniRef:UniRef90_A9MH53"
"cysteine/O-acetylserine transporter","eamB",9,"GEGEGB_01435","COG:COG1280, COG:E, GO:0005886, GO:0006865, RefSeq:WP_000188410.1, SO:0001217, UniParc:UPI0000059A61, UniRef:UniRef100_Q5PNB4, UniRef:UniRef50_Q8XA19, UniRef:UniRef90_Q5PNB4"
"cysteine/glutathione ABC transporter ATP-binding protein/permease CydC","cydC",9,"GEGEGB_10440","COG:CO, COG:COG4987, EC:7.4.2.-, GO:0005524, GO:0016020, GO:0034775, GO:0042626, GO:0045454, GO:0140359, RefSeq:WP_001202266.1, SO:0001217, UniParc:UPI000005A089, UniRef:UniRef100_A0A725K4V8, UniRef:UniRef50_P23886, UniRef:UniRef90_A0A379TD06"
"cysteine/glutathione ABC transporter permease/ATP-binding protein CydD","cydD",9,"GEGEGB_10435","COG:CO, COG:COG4988, EC:7.4.2.-, GO:0005524, GO:0016020, GO:0042883, GO:0140359, RefSeq:WP_001044527.1, SO:0001217, UniParc:UPI000005A088, UniRef:UniRef100_A0A725VJ69, UniRef:UniRef50_P29018, UniRef:UniRef90_D4BBY0"
"cystine ABC transporter permease","tcyL",9,"GEGEGB_04965","COG:COG0765, COG:E, EC:7.4.2.-, RefSeq:WP_001158238.1, SO:0001217, UniParc:UPI0000059CC1, UniRef:UniRef100_A0A1S0ZFD7, UniRef:UniRef50_P0AFT3, UniRef:UniRef90_A0A0W8ARL6"
"cystine ABC transporter substrate-binding protein","tcyJ",9,"GEGEGB_04955","COG:COG0834, COG:ET, GO:0015276, GO:0016020, RefSeq:WP_000761628.1, SO:0001217, UniParc:UPI0000059CBF, UniRef:UniRef100_A0A1X8WDH4, UniRef:UniRef50_P0AEN0, UniRef:UniRef90_A0A2X4TST3"
"cytochrome c nitrite reductase pentaheme subunit","nrfB",9,"GEGEGB_22100","EC:1.7.2.2, GO:0006807, GO:0042597, RefSeq:WP_000115063.1, SO:0001217, UniParc:UPI000005A85B, UniRef:UniRef100_A0A725K1H9, UniRef:UniRef50_P0ABL2, UniRef:UniRef90_D4BKQ4"
"cytosine permease","codB",9,"GEGEGB_17120","COG:COG1457, COG:F, GO:0015209, GO:0016020, GO:0055085, KEGG:K10974, RefSeq:WP_000076275.1, SO:0001217, UniParc:UPI000005A51E, UniRef:UniRef100_A0A725G8Y6, UniRef:UniRef50_Q8X691, UniRef:UniRef90_A9MNZ2"
"dicarboxylate transporter/tellurite-resistance protein TehA","tehA",9,"GEGEGB_08015","COG:COG1275, COG:V, GO:0016020, GO:0055085, RefSeq:WP_000336113.1, SO:0001217, UniParc:UPI0000059EDB, UniRef:UniRef100_A0A725VEZ0, UniRef:UniRef50_P25396, UniRef:UniRef90_A0A2I5HGK1"
"dipeptide ABC transporter ATP-binding protein","dppD",9,"GEGEGB_20545","COG:COG0444, COG:EP, EC:7.4.2.-, GO:0000166, GO:0005524, GO:0015833, RefSeq:WP_001196507.1, SO:0001217, UniParc:UPI000005A74A, UniRef:UniRef100_A0A725VGP3, UniRef:UniRef50_A0A380SDW7, UniRef:UniRef90_A0A380SDW7"
"dipeptide ABC transporter ATP-binding subunit DppF","dppF",9,"GEGEGB_20550","BlastRules:WP_000107012, COG:COG4608, COG:E, EC:7.4.2.-, EC:7.4.2.9, GO:0005524, GO:0009314, GO:0015031, GO:0015232, GO:0016020, GO:0016887, GO:0035351, GO:0042938, GO:0055052, GO:0071916, RefSeq:WP_000103568.1, SO:0001217, UniParc:UPI000005A74B, UniRef:UniRef100_A0A725FUW2, UniRef:UniRef50_P37313, UniRef:UniRef90_P37313"
"dipeptide ABC transporter periplasmic-binding protein DppA","dppA",9,"GEGEGB_20530","COG:COG0747, COG:E, EC:7.4.2.9, GO:0006935, GO:0015031, GO:0020037, GO:0030288, GO:0035351, GO:0042277, GO:0042938, GO:0055052, GO:0061077, GO:0071916, GO:1904680, RefSeq:WP_000028045.1, SO:0001217, UniParc:UPI000005A747, UniRef:UniRef100_A0A5I5V1N4, UniRef:UniRef50_P23847, UniRef:UniRef90_P23847"
"dipeptide ABC transporter permease DppB","dppB",9,"GEGEGB_20535","COG:COG0601, COG:EP, EC:7.4.2.-, KEGG:K12369, RefSeq:WP_000938843.1, SO:0001217, UniParc:UPI000005A748, UniRef:UniRef100_A0A8E6Y2B9, UniRef:UniRef50_P0AEG0, UniRef:UniRef90_C9Y303"
"dipeptide ABC transporter permease DppC","dppC",9,"GEGEGB_20540","COG:COG1173, COG:EP, EC:7.4.2.-, GO:0005886, GO:0015031, GO:0016020, GO:0035351, GO:0042938, GO:0055052, GO:0055085, GO:0071916, RefSeq:WP_000084689.1, SO:0001217, UniParc:UPI000005A749, UniRef:UniRef100_A0A725VDW2, UniRef:UniRef50_P0AEG3, UniRef:UniRef90_P0AEG3"
"dipeptide/tripeptide permease DtpA","dtpA",9,"GEGEGB_06995","COG:COG3104, COG:E, GO:0005886, GO:0015031, GO:0015078, GO:0015333, GO:0015833, GO:0016020, GO:0035442, GO:0035443, GO:0042937, GO:0055085, GO:0071916, GO:1902600, GO:1904680, RefSeq:WP_000100913.1, SO:0001217, UniParc:UPI0000059E28, UniRef:UniRef100_Q8Z6Q5, UniRef:UniRef50_P77304, UniRef:UniRef90_P77304"
"dipeptide/tripeptide permease DtpB","dtpB",9,"GEGEGB_20740","COG:COG3104, COG:E, GO:0005886, GO:0015031, GO:0015333, GO:0016020, GO:0035442, GO:0042937, GO:0071916, RefSeq:WP_001098284.1, SO:0001217, UniParc:UPI000005A76A, UniRef:UniRef100_A0A725K136, UniRef:UniRef50_P36837, UniRef:UniRef90_Q8ZLD6"
"division/outer membrane stress-associated lipid-binding lipoprotein","dolP",9,"GEGEGB_16785","COG:COG2823, COG:M, GO:0006970, GO:0009279, GO:0030288, KEGG:K04065, RefSeq:WP_000643280.1, SO:0001217, UniParc:UPI000005A4E1, UniRef:UniRef100_Q7CPQ6, UniRef:UniRef50_Q7CPQ6, UniRef:UniRef90_Q7CPQ6"
"energy-coupling factor ABC transporter ATP-binding protein","cbiO",9,"GEGEGB_04545","COG:COG1122, COG:PR, EC:7.-.-.-, GO:0005524, GO:0006824, GO:0009236, GO:0016887, GO:0042626, GO:0043190, RefSeq:WP_000881535.1, SO:0001217, UniParc:UPI0000059C82, UniRef:UniRef100_Q8Z5N5, UniRef:UniRef50_Q05596, UniRef:UniRef90_Q05596"
"energy-coupling factor ABC transporter substrate-binding protein","cbiN",9,"GEGEGB_04535","COG:COG1930, COG:P, GO:0006824, GO:0009236, GO:0015087, GO:0016020, GO:0043190, RefSeq:WP_000753216.1, SO:0001217, UniParc:UPI0000059C80, UniRef:UniRef100_Q57MX5, UniRef:UniRef50_A9MLS2, UniRef:UniRef90_A9MLS2"
"energy-coupling factor ABC transporter transmembrane protein","cbiQ",9,"GEGEGB_04540","COG:COG0619, COG:H, GO:0006824, GO:0009236, GO:0043190, RefSeq:WP_000147138.1, SO:0001217, UniParc:UPI0000059C81, UniRef:UniRef100_A0A5J2KBN4, UniRef:UniRef50_Q05598, UniRef:UniRef90_Q05598"
"envelope stress response membrane protein PspB","pspB",9,"GEGEGB_08445","GO:0009271, RefSeq:WP_001274953.1, SO:0001217, UniParc:UPI0000059F21, UniRef:UniRef100_A0A8E6X9X3, UniRef:UniRef50_P0AFN1, UniRef:UniRef90_A0A600XCT6"
"envelope stress response membrane protein PspC","pspC",9,"GEGEGB_08440","RefSeq:WP_000014347.1, SO:0001217, UniParc:UPI0000059F20, UniRef:UniRef100_A0A725K4L9, UniRef:UniRef50_P0AFN4, UniRef:UniRef90_A0A2X2YPK2"
"ethanolamine utilization microcompartment protein EutK","eutK",9,"GEGEGB_02200","COG:COG4577, COG:QC, GO:0006091, GO:0031471, GO:0046336, RefSeq:WP_000606260.1, SO:0001217, UniParc:UPI0000059AE3, UniRef:UniRef100_A0A725VIU9, UniRef:UniRef50_Q9ZFU8, UniRef:UniRef90_Q9ZFU8"
"ethanolamine utilization microcompartment protein EutL","eutL",9,"GEGEGB_02195","COG:COG4816, COG:E, GO:0005198, GO:0006091, GO:0031469, GO:0031471, GO:0046336, RefSeq:WP_001111056.1, SO:0001217, UniParc:UPI0000059AE2, UniRef:UniRef100_P0A1D0, UniRef:UniRef50_P76541, UniRef:UniRef90_P76541"
"ferric-rhodotorulic acid/ferric-coprogen receptor FhuE","fhuE",9,"GEGEGB_09080","GO:0009279, GO:0015344, GO:0015891, GO:0038023, SO:0001217, UniRef:UniRef50_A0A3S4I1B9, UniRef:UniRef90_UPI0009ADFC7B"
"ferrienterobactin ABC transporter ATPase","fepC",9,"GEGEGB_12005","COG:COG1120, COG:PH, EC:7.2.2.-, GO:0005524, RefSeq:WP_000140620.1, SO:0001217, UniParc:UPI000005A19C, UniRef:UniRef100_A0A8E6Y818, UniRef:UniRef50_P23878, UniRef:UniRef90_A8AJL9, VFDB:VFC0272, VFDB:VFG000925"
"ferrioxamine B receptor FoxA","foxA",9,"GEGEGB_13180","BlastRules:WP_001127727, COG:COG4773, COG:P, GO:0009279, GO:0015344, GO:0038023, SO:0001217, UniParc:UPI000005A26B, UniRef:UniRef100_A0A725K4G5, UniRef:UniRef50_E1W8M5, UniRef:UniRef90_E1W8M5"
"ferrous iron transporter A","feoA",9,"GEGEGB_21150","COG:COG1918, COG:P, RefSeq:WP_001160955.1, SO:0001217, UniParc:UPI000005A7B4, UniRef:UniRef100_A0A5Z6PEM5, UniRef:UniRef50_E5YM31, UniRef:UniRef90_A0A3R8Z470"
"fimbrial biogenesis chaperone BcfB","fimC",9,"GEGEGB_00120","BlastRules:WP_000742551, COG:COG3121, COG:W, RefSeq:WP_000742560.1, SO:0001217, UniParc:UPI0000059978, UniRef:UniRef100_A0A725JT75, UniRef:UniRef50_A0A085GCH0, UniRef:UniRef90_A0A2I5HKQ0"
"fimbrial biogenesis chaperone StbB","stbB",9,"GEGEGB_13295","COG:COG3121, COG:W, RefSeq:WP_000781490.1, SO:0001217, UniParc:UPI000005A27F, UniRef:UniRef100_A0A3S4G1S0, UniRef:UniRef50_A0A3S4G1S0, UniRef:UniRef90_A0A3S4G1S0"
"fimbrial biogenesis chaperone StbE","stbE",9,"GEGEGB_13315","BlastRules:WP_001247040, COG:COG3121, COG:W, RefSeq:WP_001247037.1, SO:0001217, UniParc:UPI000005A281, UniRef:UniRef100_A0A725VJ83, UniRef:UniRef50_A6T544, UniRef:UniRef90_A0A3Z3FTN0"
"fimbrial biogenesis chaperone StdC","stdC",9,"GEGEGB_15465","BlastRules:WP_000798504, COG:COG3121, COG:W, RefSeq:WP_000798497.1, SO:0001217, UniParc:UPI000005A3F9, UniRef:UniRef100_A0A725FXX4, UniRef:UniRef50_A0A0U0WI63, UniRef:UniRef90_A0A0U0WI63"
"fimbrial biogenesis chaperone SthA","fimC",9,"GEGEGB_24475","BlastRules:WP_000680512, COG:COG3121, COG:W, RefSeq:WP_000680527.1, SO:0001217, UniParc:UPI000005A9F4, UniRef:UniRef100_A0A726AB86, UniRef:UniRef50_A0A0T9XL17, UniRef:UniRef90_A0A0T9XL17"
"fimbrial biogenesis outer membrane usher protein","fimD",9,"GEGEGB_13475","COG:COG3188, COG:NW, KEGG:K07347, RefSeq:WP_000669630.1, SO:0001217, UniParc:UPI000005A29E, UniRef:UniRef100_A0A726ABJ5, UniRef:UniRef50_A0A509CII7, UniRef:UniRef90_A0A509CII7"
"fimbrial outer membrane usher protein StdB","stdB",9,"GEGEGB_15470","COG:COG3188, COG:NW, RefSeq:WP_000705516.1, SO:0001217, UniParc:UPI000005A3FA, UniRef:UniRef100_A0A725GBX8, UniRef:UniRef50_A0A624MUN2, UniRef:UniRef90_A0A379NHJ7"
"fimbrial protein BcfA","fimA",9,"GEGEGB_00115","COG:COG3539, COG:N, RefSeq:WP_000743355.1, SO:0001217, UniParc:UPI0000059977, UniRef:UniRef100_A0A5H6KUG9, UniRef:UniRef50_A0A0K0H6W9, UniRef:UniRef90_A0A0K0H6W9"
"fimbrial protein BcfD","bcfD",9,"GEGEGB_00140","COG:COG3539, COG:N, KEGG:K07356, RefSeq:WP_000701253.1, SO:0001217, UniParc:UPI0000059979, UniRef:UniRef100_A0A0H2VKK2, UniRef:UniRef50_A0A0H2VKK2, UniRef:UniRef90_A0A0H2VKK2"
"fimbrial protein BcfE","bcfE",9,"GEGEGB_00145","COG:COG3539, COG:N, RefSeq:WP_001082042.1, SO:0001217, UniParc:UPI000005997A, UniRef:UniRef100_A0A5H6KK15, UniRef:UniRef50_A0A0K0H706, UniRef:UniRef90_A0A0K0H706"
"fimbrial protein BcfF","bcfF",9,"GEGEGB_00150","RefSeq:WP_001243237.1, SO:0001217, UniParc:UPI000005997B, UniRef:UniRef100_A0A726A8Y6, UniRef:UniRef50_A0A379V193, UniRef:UniRef90_A0A379V193"
"fimbrial usher protein StbD","stbD",9,"GEGEGB_13310","RefSeq:WP_000899085.1, SO:0001217, UniParc:UPI000005A280, UniRef:UniRef100_A0A725GBW7, UniRef:UniRef50_E1SDF6, UniRef:UniRef90_A0A2I5HK54"
"flagella biosynthesis chaperone FlgN","flgN",9,"GEGEGB_09250","GO:0005737, GO:0044780, RefSeq:WP_000197547.1, SO:0001217, UniParc:UPI0000000EBC, UniRef:UniRef100_P0A1J8, UniRef:UniRef50_P0A1J8, UniRef:UniRef90_P0A1J8"
"flagella biosynthesis regulator Flk","flk",9,"GEGEGB_02675","GO:0005886, GO:0010468, GO:0016020, RefSeq:WP_000553395.1, SO:0001217, UniParc:UPI0000059B31, UniRef:UniRef100_Q7CQ37, UniRef:UniRef50_P15286, UniRef:UniRef90_Q7CQ37"
"flagella biosynthesis regulatory protein FliT","fliT",9,"GEGEGB_04915","GO:0005829, GO:0006457, GO:0006605, GO:0044780, GO:0044781, GO:1902209, RefSeq:WP_000204899.1, SO:0001217, UniParc:UPI0000059CB9, UniRef:UniRef100_B5F2S6, UniRef:UniRef50_B5F2S6, UniRef:UniRef90_B5F2S6"
"flagella biosynthesis regulatory protein FliZ","fliZ",9,"GEGEGB_04950","GO:0003677, GO:0015074, RefSeq:WP_000218080.1, SO:0001217, UniParc:UPI0000059CBE, UniRef:UniRef100_P0A211, UniRef:UniRef50_P52627, UniRef:UniRef90_P0A211"
"flagellar assembly peptidoglycan hydrolase FlgJ","flgJ",9,"GEGEGB_09195","COG:COG3951, COG:N, EC:3.2.1.-, GO:0001539, GO:0004040, GO:0008152, GO:0016798, GO:0042597, GO:0044780, GO:0071555, GO:0071973, RefSeq:WP_000578683.1, SO:0001217, UniParc:UPI0000059FA8, UniRef:UniRef100_A0A725GD55, UniRef:UniRef50_P15931, UniRef:UniRef90_P15931"
"flagellar assembly protein FliH","fliH",9,"GEGEGB_04870","COG:COG1317, COG:NU, GO:0003774, GO:0005829, GO:0009288, GO:0015031, GO:0044781, GO:0071973, KEGG:K02411, RefSeq:WP_000064158.1, SO:0001217, UniParc:UPI0000059CB0, UniRef:UniRef100_A0A3V7PB20, UniRef:UniRef50_P31068, UniRef:UniRef90_P15934"
"flagellar basal body L-ring protein FlgH","flgH",9,"GEGEGB_09205","COG:COG2063, COG:N, GO:0003774, GO:0009279, GO:0009427, GO:0071973, SO:0001217, UniParc:UPI00017A8B5D, UniRef:UniRef100_Q57QH8, UniRef:UniRef50_Q6D6H3, UniRef:UniRef90_Q57QH8"
"flagellar basal body rod protein FlgB","flgB",9,"GEGEGB_09235","COG:COG1815, COG:N, GO:0001539, GO:0005198, GO:0009429, GO:0030694, GO:0071978, RefSeq:WP_000887042.1, SO:0001217, UniParc:UPI0000059FB0, UniRef:UniRef100_A0A725G5K6, UniRef:UniRef50_P16437, UniRef:UniRef90_P16437"
"flagellar basal body rod protein FlgC","flgC",9,"GEGEGB_09230","COG:COG1558, COG:N, GO:0001539, GO:0005198, GO:0009425, GO:0030694, GO:0071978, RefSeq:WP_001196448.1, SO:0001217, UniParc:UPI0000059FAF, UniRef:UniRef100_P0A1I8, UniRef:UniRef50_P0A1I8, UniRef:UniRef90_P0A1I8"
"flagellar basal body-associated protein FliL","fliL",9,"GEGEGB_04850","COG:COG1580, COG:N, GO:0005886, GO:0006935, GO:0009425, GO:0071973, GO:0071978, RefSeq:WP_000132172.1, SO:0001217, UniParc:UPI0000059CAC, UniRef:UniRef100_A0A725K075, UniRef:UniRef50_P26417, UniRef:UniRef90_P26417"
"flagellar basal-body MS-ring/collar protein FliF","fliF",9,"GEGEGB_04880","COG:COG1766, COG:NU, GO:0001539, GO:0003774, GO:0005198, GO:0005886, GO:0009431, GO:0071973, RefSeq:WP_001276827.1, SO:0001217, UniParc:UPI0000059CB2, UniRef:UniRef100_A0A725FZX0, UniRef:UniRef50_P15928, UniRef:UniRef90_P15928"
"flagellar basal-body rod protein FlgG","flgG",9,"GEGEGB_09210","GO:0009426, GO:0071973, GO:0071978, RefSeq:WP_000625851.1, SO:0001217, UniParc:UPI0000059FAB, UniRef:UniRef100_P0A1J4, UniRef:UniRef50_P0A1J4, UniRef:UniRef90_P0A1J4"
"flagellar biosynthesis anti-sigma factor FlgM","flgM",9,"GEGEGB_09245","COG:COG2747, COG:KN, GO:0005737, GO:0044781, GO:0045892, GO:0140678, RefSeq:WP_000020892.1, SO:0001217, UniParc:UPI0000059FB2, UniRef:UniRef100_A0A725JWY5, UniRef:UniRef50_P26477, UniRef:UniRef90_P26477"
"flagellar biosynthesis protein FlhA","flhA",9,"GEGEGB_05145","COG:COG1298, COG:N, GO:0001539, GO:0005886, GO:0009288, GO:0009306, GO:0044780, RefSeq:WP_000002392.1, SO:0001217, UniParc:UPI0000059CE4, UniRef:UniRef100_A0A1U7FKA4, UniRef:UniRef50_P76298, UniRef:UniRef90_P76298"
"flagellar biosynthesis protein FlhB","flhB",9,"GEGEGB_05140","COG:COG1377, COG:N, GO:0001539, GO:0005886, GO:0009306, GO:0044780, KEGG:K02401, RefSeq:WP_000797087.1, SO:0001217, UniParc:UPI0000059CE3, UniRef:UniRef100_A0A725FZU1, UniRef:UniRef50_P76299, UniRef:UniRef90_P40727"
"flagellar biosynthesis protein FliQ","fliQ",9,"GEGEGB_04825","GO:0001539, GO:0005886, GO:0006935, GO:0009288, GO:0030254, GO:0030257, GO:0044780, GO:0071973, GO:0120102, RefSeq:WP_000187355.1, SO:0001217, UniParc:UPI0000059CA7, UniRef:UniRef100_P0A1L6, UniRef:UniRef50_P34201, UniRef:UniRef90_P0A1L6"
"flagellar biosynthetic protein FliO","fliO",9,"GEGEGB_04835","COG:COG3190, COG:N, GO:0005886, GO:0006935, GO:0009425, GO:0044781, GO:0097588, RefSeq:WP_000978276.1, SO:0001217, UniParc:UPI0000059CA9, UniRef:UniRef100_P0A1L2, UniRef:UniRef50_P0A1L2, UniRef:UniRef90_P0A1L2"
"flagellar biosynthetic protein FliR","fliR",9,"GEGEGB_04820","COG:COG1684, COG:N, GO:0005886, GO:0006605, GO:0009425, GO:0016020, GO:0044780, RefSeq:WP_000616875.1, SO:0001217, UniParc:UPI0000059CA6, UniRef:UniRef100_A0A725K327, UniRef:UniRef50_P54702, UniRef:UniRef90_P54702"
"flagellar brake protein YcgR","ycgR",9,"GEGEGB_05730","BlastRules:WP_000017421, COG:COG5581, COG:N, GO:0009425, GO:0035438, GO:0071945, GO:0071973, RefSeq:WP_000017410.1, SO:0001217, UniParc:UPI0000059D4F, UniRef:UniRef100_A0A725K2L6, UniRef:UniRef50_P76010, UniRef:UniRef90_Q8ZP19"
"flagellar export chaperone FliS","fliS",9,"GEGEGB_04920","GO:0001539, GO:0009288, RefSeq:WP_000287765.1, SO:0001217, UniParc:UPI0000059CBA, UniRef:UniRef100_A0A725VIV3, UniRef:UniRef50_A0A725VIV3, UniRef:UniRef90_A0A725VIV3"
"flagellar export protein FliJ","fliJ",9,"GEGEGB_04860","COG:COG2882, COG:N, GO:0003774, GO:0005886, GO:0006935, GO:0009288, GO:0015031, GO:0016020, GO:0044781, GO:0071973, RefSeq:WP_000046981.1, SO:0001217, UniParc:UPI0000059CAE, UniRef:UniRef100_P0A1K2, UniRef:UniRef50_P0A1K2, UniRef:UniRef90_P0A1K2"
"flagellar hook assembly protein FlgD","flgD",9,"GEGEGB_09225","COG:COG1843, COG:N, GO:0044781, GO:0071978, RefSeq:WP_000020450.1, SO:0001217, UniParc:UPI0000059FAE, UniRef:UniRef100_P0A1J0, UniRef:UniRef50_P75936, UniRef:UniRef90_P0A1J0"
"flagellar hook length control protein FliK","fliK",9,"GEGEGB_04855","COG:COG3144, COG:N, GO:0009424, GO:0044780, RefSeq:WP_000631663.1, SO:0001217, UniParc:UPI0000059CAD, UniRef:UniRef100_A0A725G5H8, UniRef:UniRef50_P26416, UniRef:UniRef90_P26416"
"flagellar hook protein FlgE","flgE",9,"GEGEGB_09220","COG:COG1749, COG:N, GO:0009425, GO:0071978, RefSeq:WP_000010567.1, SO:0001217, UniParc:UPI0000059FAD, UniRef:UniRef100_P0A1J2, UniRef:UniRef50_P0A1J2, UniRef:UniRef90_P0A1J2"
"flagellar hook-associated protein FlgK","flgK",9,"GEGEGB_09190","COG:COG1256, COG:N, GO:0001539, GO:0005198, GO:0005576, GO:0009424, GO:0044780, RefSeq:WP_000096425.1, SO:0001217, UniParc:UPI0000059FA7, UniRef:UniRef100_P0A1J6, UniRef:UniRef50_P33235, UniRef:UniRef90_P0A1J6"
"flagellar hook-associated protein FlgL","flgL",9,"GEGEGB_09185","COG:COG1344, COG:N, GO:0001539, GO:0005198, GO:0005576, GO:0009424, GO:0071973, RefSeq:WP_001223025.1, SO:0001217, UniParc:UPI0000059FA6, UniRef:UniRef100_A0A725GGL9, UniRef:UniRef50_P16326, UniRef:UniRef90_P16326"
"flagellar hook-basal body complex protein FliE","fliE",9,"GEGEGB_04885","COG:COG1677, COG:N, GO:0001539, GO:0003774, GO:0005198, GO:0009425, GO:0071973, RefSeq:WP_000719033.1, SO:0001217, UniParc:UPI0000059CB3, UniRef:UniRef100_Q8Z5S1, UniRef:UniRef50_Q8Z5S1, UniRef:UniRef90_Q8Z5S1"
"flagellar motor protein MotB","motB",9,"GEGEGB_05100","COG:COG1360, COG:N, GO:0005886, GO:0006935, GO:0097588, RefSeq:WP_000795656.1, SO:0001217, UniParc:UPI0000059CDB, UniRef:UniRef100_A0A725FSD6, UniRef:UniRef50_P0AF07, UniRef:UniRef90_P55892"
"flagellar motor stator protein MotA","motA",9,"GEGEGB_05095","COG:COG1291, COG:N, GO:0005886, GO:0006935, GO:0071978, GO:1902600, KEGG:K02556, RefSeq:WP_000906317.1, SO:0001217, UniParc:UPI0000059CDA, UniRef:UniRef100_A0A725G6S5, UniRef:UniRef50_P09348, UniRef:UniRef90_P55891"
"flagellar motor switch protein FliG","fliG",9,"GEGEGB_04875","COG:COG1536, COG:N, GO:0001539, GO:0003774, GO:0005198, GO:0005886, GO:0006935, GO:0009425, GO:0009433, GO:0071973, RefSeq:WP_000067735.1, SO:0001217, UniParc:UPI0000059CB1, UniRef:UniRef100_P0A1K0, UniRef:UniRef50_P0A1K0, UniRef:UniRef90_P0A1K0"
"flagellar motor switch protein FliM","fliM",9,"GEGEGB_04845","COG:COG1868, COG:N, GO:0001539, GO:0003774, GO:0005886, GO:0009288, GO:0009425, GO:0050918, GO:0071978, RefSeq:WP_000502815.1, SO:0001217, UniParc:UPI0000059CAB, UniRef:UniRef100_A0A725VQI3, UniRef:UniRef50_P06974, UniRef:UniRef90_P06974"
"flagellar protein FlhE","flhE",9,"GEGEGB_05150","BlastRules:WP_001233619, BlastRules:WP_001259583, GO:0044781, KEGG:K03516, RefSeq:WP_001233619.1, SO:0001217, UniParc:UPI0000059CE5, UniRef:UniRef100_P0A1N5, UniRef:UniRef50_P76297, UniRef:UniRef90_P0A1N5"
