Gene,Non-unique Gene name,Annotation,GCF_000022165.1,GCF_000020925.1,GCF_000020885.1,GCF_000007545.1,GCF_000170215.1,GCF_000020745.1,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1
pncB,pncB;,nicotinate phosphoribosyltransferase,AJBGEP_04990,HFCAGB_05250,BEJGEH_04810,GEGEGB_10185,ODDLKH_07310,LNHIMF_05455,ONMMKP_05720,IKCLMC_07845,PKJKAM_00680;PKJKAM_00675
group_2414,,Cytoplasmic protein;putative enzyme of the cupin superfamily,AJBGEP_16515,HFCAGB_16790,BEJGEH_15720,GEGEGB_16020;GEGEGB_16015,ODDLKH_17820,LNHIMF_15870,ONMMKP_18570,IKCLMC_18645,PKJKAM_09740
tus,;tus,hypothetical protein;DNA replication terminus site-binding protein,AJBGEP_07755,HFCAGB_09060,BEJGEH_08080,GEGEGB_07080,ODDLKH_09760,LNHIMF_07625,ONMMKP_02905,IKCLMC_23520;IKCLMC_23525,PKJKAM_00870
tPR,tPR,TPR repeat,AJBGEP_22475,HFCAGB_22625,BEJGEH_21740,GEGEGB_22130,ODDLKH_00715,LNHIMF_21860,ONMMKP_12540,IKCLMC_05450,PKJKAM_06180
group_2413,yhaK;,Pirin-like protein YhaK;Cytoplasmic protein,AJBGEP_17085,HFCAGB_17360,BEJGEH_16330,GEGEGB_16610,ODDLKH_18385,LNHIMF_16460,ONMMKP_18000,IKCLMC_18075,PKJKAM_08975
group_2412,,DUF4432 domain-containing protein,AJBGEP_19950,HFCAGB_20220,BEJGEH_19230,GEGEGB_19685,ODDLKH_21245,LNHIMF_19225,ONMMKP_15250,IKCLMC_13000,PKJKAM_17870
fucI,;fucI,hypothetical protein;L-fucose isomerase,AJBGEP_15715,HFCAGB_15985,BEJGEH_14915,GEGEGB_15150,ODDLKH_17025;ODDLKH_17030,LNHIMF_15080,ONMMKP_19450,IKCLMC_19445,PKJKAM_11985
hlyD~~~siiD,;hlyD;siiD,Type-I secretion protein;HlyD family efflux transporter periplasmic adaptor subunit;SPI-4 type I secretion system protein SiiD,AJBGEP_22355,HFCAGB_22505,BEJGEH_21615,GEGEGB_22005,ODDLKH_00595,LNHIMF_21740;LNHIMF_21735,ONMMKP_12660,IKCLMC_05330,PKJKAM_06300
group_2410,,MotA/TolQ/ExbB proton channel domain-containing protein,AJBGEP_22345,HFCAGB_22495,BEJGEH_21605,GEGEGB_21995,ODDLKH_00585,LNHIMF_21725,ONMMKP_12670,IKCLMC_05320,PKJKAM_06310
group_2408,aslB,Sulfatase maturation enzyme AslB radical SAM superfamily,AJBGEP_20025,HFCAGB_20295,BEJGEH_19305,GEGEGB_19605,ODDLKH_21320,LNHIMF_19300,ONMMKP_15175,IKCLMC_12925,PKJKAM_17795
group_2407,;dinF,Cytoplasmic protein;MATE family efflux transporter DinF,AJBGEP_22255,HFCAGB_22405,BEJGEH_21515,GEGEGB_21905,ODDLKH_00495,LNHIMF_21340,6_refound_83,IKCLMC_05230,PKJKAM_06400
zraS,zraS,two-component system sensor histidine kinase ZraS,AJBGEP_21925,HFCAGB_22165,BEJGEH_21165,GEGEGB_18215,ODDLKH_00155,LNHIMF_21105,ONMMKP_13090,IKCLMC_01150,PKJKAM_01015
bssR,bssR,biofilm formation regulator BssR,AJBGEP_04400,HFCAGB_04675,BEJGEH_04270,GEGEGB_10730,ODDLKH_06730,LNHIMF_04905,ONMMKP_06305,IKCLMC_07265,PKJKAM_05210
cdh,cdh,CDP-diacylglycerol diphosphatase,AJBGEP_21385,HFCAGB_21605,BEJGEH_20650,GEGEGB_18740,ODDLKH_22635,LNHIMF_20605,ONMMKP_13610,IKCLMC_03555,PKJKAM_07095
group_2406,;lysR,hypothetical protein;DNA-binding transcriptional regulator LysR family,AJBGEP_14215,HFCAGB_14390,BEJGEH_13160,GEGEGB_01440,ODDLKH_15530,LNHIMF_13670,ONMMKP_21235,IKCLMC_00490,PKJKAM_13345
group_2405,araC,AraC-type DNA-binding domain and AraC-containing proteins,AJBGEP_22540,HFCAGB_22690,BEJGEH_21805,GEGEGB_22195,ODDLKH_00780,LNHIMF_21925,ONMMKP_12475,IKCLMC_05515,PKJKAM_06115
eptA,eptA,phosphoethanolamine transferase EptA,AJBGEP_22530,HFCAGB_22680,BEJGEH_21795,GEGEGB_22185,ODDLKH_00770,LNHIMF_21915,ONMMKP_12485,IKCLMC_05505,PKJKAM_06125
chrR,chrR,Quinone reductase,AJBGEP_20275,HFCAGB_20510,BEJGEH_19500,GEGEGB_19395,ODDLKH_21535,LNHIMF_19510,ONMMKP_14685,IKCLMC_12685,PKJKAM_17580
group_2404,,Cytoplasmic protein,AJBGEP_22575,HFCAGB_22725,BEJGEH_21855,GEGEGB_22230,ODDLKH_00815,LNHIMF_21960,ONMMKP_12440,IKCLMC_05550,PKJKAM_06080
rspA~~~gudX,rspA;gudX,L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily;Glucarate dehydratase-related protein,AJBGEP_15640,HFCAGB_15910;HFCAGB_15905,BEJGEH_14840,GEGEGB_15075,ODDLKH_16950,LNHIMF_15005,ONMMKP_19525,IKCLMC_19520,PKJKAM_12060
group_2402,,[Citrate [pro-3S]-lyase] ligase,AJBGEP_00300,HFCAGB_00310,BEJGEH_00305,GEGEGB_00315,ODDLKH_02680,LNHIMF_00300,ONMMKP_10620,IKCLMC_15745,PKJKAM_10240
astE,astE,succinylglutamate desuccinylase,AJBGEP_06920,HFCAGB_09905,BEJGEH_08910,GEGEGB_06285,ODDLKH_08920,LNHIMF_06785,ONMMKP_04135,IKCLMC_24355,PKJKAM_04560
group_2401,,DUF1496 domain-containing protein,AJBGEP_06885,HFCAGB_09940,BEJGEH_08945,GEGEGB_06245,ODDLKH_08885,LNHIMF_06750,ONMMKP_04170,IKCLMC_24390,PKJKAM_04595
nhaP,nhaP,Na+/H+ antiporter,AJBGEP_22405,HFCAGB_22555,BEJGEH_21665,GEGEGB_22060,ODDLKH_00645,LNHIMF_21790,ONMMKP_12610,IKCLMC_05380,PKJKAM_06250
mdaB,;mdaB,Modulator of drug activity B;Putative NADPH-quinone reductase (modulator of drug activity B),AJBGEP_16785,HFCAGB_17060,BEJGEH_16015,GEGEGB_16300,ODDLKH_18085,LNHIMF_16150,ONMMKP_18300,IKCLMC_18375,PKJKAM_09475
group_2399,,Secreted protein,AJBGEP_11455,HFCAGB_11975,BEJGEH_10745,GEGEGB_03955,ODDLKH_13135,LNHIMF_11375,ONMMKP_23625,IKCLMC_09365,PKJKAM_20050
group_2398,fldA,flavodoxin,AJBGEP_15650,HFCAGB_15920,BEJGEH_14850,GEGEGB_15085,ODDLKH_16960,LNHIMF_15015,ONMMKP_19515,IKCLMC_19510,PKJKAM_12050
group_2397,,DUF4034 domain-containing protein,AJBGEP_11500,HFCAGB_12020,BEJGEH_10790,GEGEGB_03905,ODDLKH_13180,LNHIMF_11420,ONMMKP_23580,IKCLMC_09320,PKJKAM_20005
hprR,hprR,response regulator transcription factor HprR,AJBGEP_05470,HFCAGB_05720,BEJGEH_05000,GEGEGB_09645,ODDLKH_07500,LNHIMF_05645,ONMMKP_05230,IKCLMC_02955,PKJKAM_03260
group_2396,pepD,C69 family dipeptidase,AJBGEP_05460,HFCAGB_05710,BEJGEH_04990,GEGEGB_09655,ODDLKH_07490,LNHIMF_05635,ONMMKP_05240,IKCLMC_02945,PKJKAM_03270
ydgH,ydgH,DUF1471 domain-containing protein,AJBGEP_07790,HFCAGB_09020,BEJGEH_08045,GEGEGB_07360,ODDLKH_09795,LNHIMF_07660,ONMMKP_02870,IKCLMC_23485,PKJKAM_00835
qseG,qseG,two-component system QseEF-associated lipoprotein QseG,AJBGEP_13715,HFCAGB_14240,BEJGEH_13010,GEGEGB_01590,ODDLKH_15380,LNHIMF_13520,ONMMKP_21385,IKCLMC_06065,PKJKAM_13505
group_2393,dpiA,two-component response regulator DpiA,AJBGEP_03250,HFCAGB_03595,BEJGEH_03180,GEGEGB_11810,ODDLKH_05590,LNHIMF_03855,ONMMKP_07655,IKCLMC_12240,PKJKAM_15300
pgtC,pgtC,Phosphoglycerate transport regulatory protein PgtC;phosphoglycerate transport regulator PgtC,AJBGEP_12850,HFCAGB_13345;HFCAGB_13350,BEJGEH_12120,GEGEGB_02505,ODDLKH_14530,LNHIMF_12680,ONMMKP_22250,IKCLMC_07990,PKJKAM_14370
group_2392,argR,Arginine repressor,AJBGEP_23375,HFCAGB_23415,BEJGEH_22695,GEGEGB_23730,ODDLKH_01660,LNHIMF_22705,ONMMKP_11650,IKCLMC_16835,PKJKAM_11220
galF,galF,GalU regulator GalF,AJBGEP_11310,HFCAGB_11820,BEJGEH_10600,GEGEGB_04110,ODDLKH_12985,LNHIMF_11230,ONMMKP_23775,IKCLMC_09515,PKJKAM_20300
lysR~~~tcuR,lysR;tcuR,LysR family transcriptional regulator;tricarballylate utilization LysR family transcriptional regulator TcuR,AJBGEP_03585,HFCAGB_03940,BEJGEH_03525,GEGEGB_11515,ODDLKH_05930,LNHIMF_04160,ONMMKP_07330,IKCLMC_02195,PKJKAM_01660
fklB,fklB,FKBP-type peptidyl-prolyl cis-trans isomerase,AJBGEP_23035,HFCAGB_23170,BEJGEH_22370,GEGEGB_23465,ODDLKH_01335,LNHIMF_22475,ONMMKP_11975,IKCLMC_17075,PKJKAM_11550
hoxN,hoxN,High-affinity nickel/cobalt permease,AJBGEP_14715,HFCAGB_14935,BEJGEH_13855,GEGEGB_14110,ODDLKH_16025,LNHIMF_14090,ONMMKP_20485,IKCLMC_20440,PKJKAM_13020
otsB,otsB,trehalose-phosphatase,AJBGEP_10140,HFCAGB_06435,BEJGEH_05685,GEGEGB_05070,ODDLKH_12125,LNHIMF_10035,ONMMKP_00495,IKCLMC_21100,PKJKAM_21185
uspC,uspC,universal stress protein UspC,AJBGEP_10130,HFCAGB_06445,BEJGEH_05695,GEGEGB_05080,ODDLKH_12115,LNHIMF_10025,ONMMKP_00505,IKCLMC_21110,PKJKAM_21195
dtpD,dtpD,Dipeptide permease D,AJBGEP_03675,HFCAGB_04025,BEJGEH_03615,GEGEGB_11415,ODDLKH_06020,LNHIMF_04255,ONMMKP_07240,IKCLMC_02105,PKJKAM_02040
ddpX,ddpX,D-alanyl-D-alanine dipeptidase,AJBGEP_08430,HFCAGB_08435,BEJGEH_07385,GEGEGB_07965,ODDLKH_10435,LNHIMF_08310,ONMMKP_02235,IKCLMC_22865,PKJKAM_22945
group_2391,,Glucose-6-phosphate dehydrogenase,AJBGEP_10195,HFCAGB_06385,BEJGEH_05635,GEGEGB_05025,ODDLKH_12175,LNHIMF_10085,ONMMKP_00445,7_refound_97_pseudo,PKJKAM_21135
hpf~~~rpoN,hpf;rpoN,ribosome hibernation promoting factor;RNA polymerase factor sigma-54,AJBGEP_17510,HFCAGB_17775,BEJGEH_16745,GEGEGB_17055,ODDLKH_18825,LNHIMF_16860,ONMMKP_17600,IKCLMC_17645,PKJKAM_08540
group_2390,,Transporter,AJBGEP_16135,HFCAGB_16410,BEJGEH_15340,GEGEGB_15630,ODDLKH_17445,LNHIMF_15495,ONMMKP_19030,IKCLMC_19020,PKJKAM_11575
yqfB,yqfB,N(4)-acetylcytidine aminohydrolase,AJBGEP_16125,HFCAGB_16400,BEJGEH_15330,GEGEGB_15620,ODDLKH_17435,LNHIMF_15485,ONMMKP_19040,IKCLMC_19030,PKJKAM_11585
fxsA,fxsA,UPF0716 protein FxsA;FxsA protein affecting phage T7 exclusion by the F plasmid UPF0716 family,AJBGEP_22695,HFCAGB_22835,BEJGEH_22025,GEGEGB_23130,ODDLKH_00995,LNHIMF_22145,ONMMKP_12310,IKCLMC_05675,PKJKAM_05960
yhdT,yhdT,Uncharacterized membrane protein YhdT,AJBGEP_17815,HFCAGB_18085,BEJGEH_17055,GEGEGB_17365,ODDLKH_19130,LNHIMF_17170,ONMMKP_17300,IKCLMC_17340,PKJKAM_08230
yedD,yedD,lipoprotein YedD,AJBGEP_10325,HFCAGB_06270,BEJGEH_05520,GEGEGB_04905,ODDLKH_12290,LNHIMF_10205,ONMMKP_00325,IKCLMC_20940,PKJKAM_21015
group_2388,ybjK,TetR family transcriptional regulator,AJBGEP_08310,HFCAGB_08555,BEJGEH_07505,GEGEGB_07855,ODDLKH_10315,LNHIMF_08190,ONMMKP_02355,IKCLMC_22985,PKJKAM_23065
group_2387,,Glutathione-dependent formaldehyde-activating GFA;CENP-V/GFA domain-containing protein,AJBGEP_08300,HFCAGB_08565,BEJGEH_07515,GEGEGB_07845,ODDLKH_10305,LNHIMF_08180,ONMMKP_02365,IKCLMC_22995,PKJKAM_23075
group_2386,,YgdI/YgdR family lipoprotein,AJBGEP_08360,HFCAGB_08505,BEJGEH_07455,GEGEGB_07900,ODDLKH_10365,LNHIMF_08240,ONMMKP_02305,IKCLMC_22935,PKJKAM_23015
group_2385,lysR,DNA-binding transcriptional regulator LysR family,AJBGEP_15390,HFCAGB_15625,BEJGEH_14540,GEGEGB_14775,ODDLKH_16700,LNHIMF_14750,ONMMKP_19805,IKCLMC_19770,PKJKAM_12335
group_2384,,Cytoplasmic protein,AJBGEP_16505,HFCAGB_16780,BEJGEH_15710,GEGEGB_16005,ODDLKH_17810,LNHIMF_15860,ONMMKP_18580,IKCLMC_18655,PKJKAM_09750
group_2383,gstA,glutathione transferase GstA,AJBGEP_07670,HFCAGB_09150,BEJGEH_08175,GEGEGB_06990,ODDLKH_09675,LNHIMF_07525,ONMMKP_02990,IKCLMC_23615,PKJKAM_00955
glpE,glpE,thiosulfate sulfurtransferase GlpE,AJBGEP_18570,HFCAGB_18840,BEJGEH_17810,GEGEGB_21085,ODDLKH_19880,LNHIMF_17860,ONMMKP_16610,IKCLMC_14325,PKJKAM_19230
ydcJ,ydcJ,Uncharacterized metalloenzyme YdcJ glyoxalase superfamily,AJBGEP_08555,HFCAGB_08310,BEJGEH_07245,GEGEGB_08090,ODDLKH_10560,LNHIMF_08430,ONMMKP_02090,IKCLMC_22740,PKJKAM_22820
group_2382,phoH,Protein phoH,AJBGEP_05615,HFCAGB_05865,BEJGEH_05140,GEGEGB_09500,ODDLKH_07645,LNHIMF_05790,ONMMKP_05085,IKCLMC_03100,PKJKAM_03110
group_2380,norV,anaerobic nitric oxide reductase flavorubredoxin,AJBGEP_15025,HFCAGB_15260,BEJGEH_14160,GEGEGB_14435,ODDLKH_16335,LNHIMF_14400,ONMMKP_20180,IKCLMC_20135,PKJKAM_12715
group_2379,citX,Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase),AJBGEP_00320,HFCAGB_00330,BEJGEH_00325,GEGEGB_00335,ODDLKH_02700,LNHIMF_00320,ONMMKP_10600,IKCLMC_15725,PKJKAM_10220
citX,;citX,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase;Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase),AJBGEP_03220,HFCAGB_03565,BEJGEH_03145,GEGEGB_11840,ODDLKH_05555,LNHIMF_03820,ONMMKP_07685,IKCLMC_12210,PKJKAM_15330
yjjW,yjjW,Pyruvate formate lyase-activating enzyme,AJBGEP_23910,HFCAGB_24035,BEJGEH_23340,GEGEGB_24340,ODDLKH_02205,LNHIMF_23170,ONMMKP_11090,IKCLMC_16220,PKJKAM_10720
group_2376,,hypothetical protein,AJBGEP_08625,HFCAGB_08230,BEJGEH_07175,GEGEGB_08125,ODDLKH_10630,LNHIMF_08495,ONMMKP_02020,IKCLMC_22670,PKJKAM_22750
leuL,leuL,leu operon leader peptide,AJBGEP_00600,HFCAGB_00585,BEJGEH_00610,GEGEGB_00625,ODDLKH_02970,LNHIMF_00590,ONMMKP_10330,IKCLMC_15450,PKJKAM_09945
thiQ,thiQ,thiamine ABC transporter ATP-binding protein ThiQ,AJBGEP_00550,HFCAGB_00530,BEJGEH_00560,GEGEGB_00575,ODDLKH_02920,LNHIMF_00540,ONMMKP_10385,IKCLMC_15505,PKJKAM_09995
lys9,lys9,Saccharopine dehydrogenase NADP-dependent,AJBGEP_08835,HFCAGB_08015,BEJGEH_06955,GEGEGB_08375,ODDLKH_10840,LNHIMF_08715,ONMMKP_01805,IKCLMC_22455,PKJKAM_22535
pepE,pepE,dipeptidase PepE,AJBGEP_22015,HFCAGB_22255,BEJGEH_21275,GEGEGB_21765,ODDLKH_00245,LNHIMF_21195,ONMMKP_13000,IKCLMC_04980,PKJKAM_06645
oppB,oppB,oligopeptide ABC transporter permease OppB,AJBGEP_09195,HFCAGB_07660,BEJGEH_06605,GEGEGB_08770,ODDLKH_11190,LNHIMF_09090,ONMMKP_01450,IKCLMC_22105,PKJKAM_22175
ubiJ,ubiJ,ubiquinone biosynthesis protein UbiJ,AJBGEP_20885,HFCAGB_21105,BEJGEH_20130,GEGEGB_17545,ODDLKH_22135,LNHIMF_20105,ONMMKP_14090,IKCLMC_02345,PKJKAM_07575
mnmE,mnmE,tRNA modification GTPase MnmE,AJBGEP_20220,HFCAGB_20490,BEJGEH_19480,GEGEGB_19415,ODDLKH_21515,LNHIMF_19490,ONMMKP_14990,IKCLMC_12725,PKJKAM_17600
arnE,arnE,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,AJBGEP_12365,HFCAGB_12830,BEJGEH_11640,GEGEGB_03015,ODDLKH_14045,LNHIMF_12210,ONMMKP_22730,IKCLMC_08480,PKJKAM_14845
ychH,ychH,stress-induced protein YchH,AJBGEP_09370,HFCAGB_07485,BEJGEH_06430,GEGEGB_05825,ODDLKH_11370,LNHIMF_09265,ONMMKP_01275,IKCLMC_21930,PKJKAM_22000
sgrT,sgrT,Glucose uptake inhibitor SgrT,AJBGEP_00575,HFCAGB_00555,BEJGEH_00585,GEGEGB_00600,ODDLKH_02945,LNHIMF_00565,ONMMKP_10365,IKCLMC_15485,PKJKAM_09975
dpiA,dpiA,DNA-binding response regulator DpiB of citrate/malate metabolism,AJBGEP_00270,HFCAGB_00280,BEJGEH_00275,GEGEGB_00285,ODDLKH_02650,LNHIMF_00270,ONMMKP_10650,IKCLMC_15775,PKJKAM_10270
yidH,yidH,DUF202 domain-containing protein;Inner membrane protein YidH,AJBGEP_20035,HFCAGB_20305,BEJGEH_19315,GEGEGB_19595,ODDLKH_21330,LNHIMF_19310,ONMMKP_15165,IKCLMC_12915,PKJKAM_17785
nadK,nadK,NAD(+) kinase,AJBGEP_14410,HFCAGB_14585,BEJGEH_13520,GEGEGB_13880,ODDLKH_15725,LNHIMF_13865,ONMMKP_21040,IKCLMC_20635,PKJKAM_13145
citC,citC,[citrate (pro-3S)-lyase] ligase,AJBGEP_03240,HFCAGB_03585,BEJGEH_03165,GEGEGB_11820,ODDLKH_05575,LNHIMF_03840,ONMMKP_07665,IKCLMC_12230,PKJKAM_15310
gsk,gsk,inosine/guanosine kinase,AJBGEP_02555,HFCAGB_02580,BEJGEH_02515,GEGEGB_12490,ODDLKH_04895,LNHIMF_02580,ONMMKP_08340,IKCLMC_11270,PKJKAM_16265
ldrD,ldrD,Small toxic polypeptide ldrD (Modular protein),AJBGEP_19080,HFCAGB_19355,BEJGEH_18325,GEGEGB_20565,ODDLKH_20385,LNHIMF_18350,ONMMKP_16105,IKCLMC_13815,PKJKAM_18725
group_2373,,Type I toxin-antitoxin system Ibs family toxin,AJBGEP_16890,HFCAGB_17165,BEJGEH_16135,GEGEGB_16405,ODDLKH_18190,LNHIMF_16265,ONMMKP_18200,IKCLMC_18275,PKJKAM_09375
group_2372,,DUF2517 domain-containing protein,AJBGEP_03665,HFCAGB_04015,BEJGEH_03605,GEGEGB_11425,ODDLKH_06010,LNHIMF_04245,ONMMKP_07250,IKCLMC_02115,PKJKAM_02030
ybjK,ybjK,DNA-binding transcriptional regulator YbjK,AJBGEP_04490,HFCAGB_04770,BEJGEH_04315,GEGEGB_10685,ODDLKH_06825,LNHIMF_04995,ONMMKP_06210,IKCLMC_07360,PKJKAM_05115
hcr,hcr,NADH oxidoreductase,AJBGEP_04640,HFCAGB_04920,BEJGEH_04465,GEGEGB_10535,ODDLKH_06975,LNHIMF_05145,ONMMKP_06060,IKCLMC_07510,PKJKAM_04965
group_2369,ilvN,acetolactate synthase small subunit,AJBGEP_00615,HFCAGB_00600,BEJGEH_00625,GEGEGB_00640,ODDLKH_02985,LNHIMF_00605,ONMMKP_10315,IKCLMC_15435,PKJKAM_09930
ppc,ppc,phosphoenolpyruvate carboxylase,AJBGEP_21660,HFCAGB_21900,BEJGEH_20900,GEGEGB_18475,ODDLKH_22910,LNHIMF_20845,ONMMKP_13350,IKCLMC_03830,PKJKAM_06820
nrfG,nrfG,heme lyase NrfEFG subunit NrfG,AJBGEP_22465,HFCAGB_22615,BEJGEH_21725,GEGEGB_22120,ODDLKH_00705,LNHIMF_21850,ONMMKP_12550,IKCLMC_05440,PKJKAM_06190
group_2367,,TIGR02117 family protein,AJBGEP_21545,HFCAGB_21765,BEJGEH_20810,GEGEGB_18575,ODDLKH_22795,LNHIMF_20765,ONMMKP_13440,IKCLMC_03715,PKJKAM_06935
mukB,mukB,chromosome partition protein MukB,AJBGEP_04935,HFCAGB_05200,BEJGEH_04760,GEGEGB_10240,ODDLKH_07260,LNHIMF_05420,ONMMKP_05770,IKCLMC_07795,PKJKAM_00625
ansA,ansA,asparaginase,AJBGEP_06855,HFCAGB_09970,BEJGEH_08975,GEGEGB_06215,ODDLKH_08855,LNHIMF_06720,ONMMKP_04200,IKCLMC_24420,PKJKAM_04625
group_2363,dsbC,Protein thiol-disulfide isomerase DsbC,AJBGEP_05565,HFCAGB_05815,BEJGEH_05090,GEGEGB_09550,ODDLKH_07595,LNHIMF_05740,ONMMKP_05135,IKCLMC_03050,PKJKAM_03160
yaaI,yaaI,DUF2541 domain-containing protein,AJBGEP_00055,HFCAGB_00055,BEJGEH_00055,GEGEGB_00055,ODDLKH_02435,LNHIMF_00055,ONMMKP_10860,IKCLMC_15990,PKJKAM_10490
infC,infC,translation initiation factor IF-3,AJBGEP_07060,HFCAGB_09770,BEJGEH_08780,GEGEGB_06435,ODDLKH_09060,LNHIMF_06915,ONMMKP_03605,IKCLMC_24225,PKJKAM_04430
trpR,trpR,trp operon repressor,AJBGEP_24000,HFCAGB_24105,BEJGEH_23430,GEGEGB_24410,ODDLKH_02295,LNHIMF_23240,ONMMKP_11000,IKCLMC_16130,PKJKAM_10630
yesN,yesN,Two-component response regulator YesN/AraC family consists of REC and AraC-type DNA-binding domains,AJBGEP_19365,HFCAGB_19640,BEJGEH_18605,GEGEGB_20305,ODDLKH_20665,LNHIMF_18610,ONMMKP_15820,IKCLMC_13530,PKJKAM_18440
yciZ,yciZ,UPF0509 protein YciZ,AJBGEP_08970,HFCAGB_07890,BEJGEH_06830,GEGEGB_08535,ODDLKH_10965,LNHIMF_08860,ONMMKP_01680,IKCLMC_22330,PKJKAM_22405
group_2357,,nitrous oxide-stimulated promoter family protein,AJBGEP_15125,HFCAGB_15360,BEJGEH_14260,GEGEGB_14535,ODDLKH_16435,LNHIMF_14500,ONMMKP_20080,IKCLMC_20035,PKJKAM_12615
nrdI,nrdI,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI,AJBGEP_14840,HFCAGB_15070,BEJGEH_13975,GEGEGB_14245,ODDLKH_16150,LNHIMF_14215,ONMMKP_20365,IKCLMC_20310,PKJKAM_12900
tsr,;tsr,Tar ligand binding domain-containing protein;Chemotaxis methyl-accepting receptor Tar-related ligand-binding domain-containing protein;methyl-accepting chemotaxis protein,AJBGEP_23750,HFCAGB_23875,BEJGEH_23210;BEJGEH_23215,GEGEGB_24215;GEGEGB_24210,ODDLKH_02045,LNHIMF_23010,ONMMKP_11215,IKCLMC_16380,PKJKAM_10880
group_2354,wcaA,colanic acid biosynthesis glycosyltransferase WcaA,AJBGEP_11395,HFCAGB_11905,BEJGEH_10685,GEGEGB_04015,ODDLKH_13070,LNHIMF_11315,ONMMKP_23690,IKCLMC_09430,PKJKAM_20215
group_2353,ybbA,putative hydrolase of the alpha/beta superfamily,AJBGEP_14680,HFCAGB_14905,BEJGEH_13820,GEGEGB_14080,ODDLKH_15990,LNHIMF_14055,ONMMKP_20520,IKCLMC_20475,PKJKAM_13055
group_2352,,DUF2633 domain-containing protein,AJBGEP_13410,HFCAGB_13915,BEJGEH_12685,GEGEGB_01930,ODDLKH_15080,LNHIMF_13225,ONMMKP_21695,IKCLMC_06365,PKJKAM_13815
norW,norW,NADH:flavorubredoxin reductase NorW,AJBGEP_15030,HFCAGB_15265,BEJGEH_14165,GEGEGB_14440,ODDLKH_16340,LNHIMF_14405,ONMMKP_20175,IKCLMC_20130,PKJKAM_12710
aslB,aslB,anaerobic sulfatase maturase,AJBGEP_20860,HFCAGB_21080,BEJGEH_20105,GEGEGB_17570,ODDLKH_22110,LNHIMF_20080,ONMMKP_14115,IKCLMC_02370,PKJKAM_07600
group_2351,torD,Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation,AJBGEP_03170,HFCAGB_03500,BEJGEH_03095,GEGEGB_11890,ODDLKH_05505,LNHIMF_03770,ONMMKP_07735,IKCLMC_12160,PKJKAM_15380
djlA,djlA,Co-chaperone protein DjlA;co-chaperone DjlA,AJBGEP_00495,HFCAGB_00470,BEJGEH_00490,GEGEGB_00505,ODDLKH_02865,LNHIMF_00485,ONMMKP_10440,IKCLMC_15560,PKJKAM_10050
group_2348,,hypothetical protein,AJBGEP_02655,HFCAGB_02680,BEJGEH_02610,GEGEGB_12385,ODDLKH_04995,LNHIMF_02680,ONMMKP_08240,IKCLMC_11370,PKJKAM_16165
group_2347,,DUF1161 domain-containing protein;Outer membrane protein,AJBGEP_07900,HFCAGB_08910,BEJGEH_07935,GEGEGB_07490,ODDLKH_09905,LNHIMF_07770,ONMMKP_02760,IKCLMC_23370,PKJKAM_23470
group_2346,glgX,glycogen debranching protein GlgX,AJBGEP_08225,HFCAGB_08640,BEJGEH_07605,GEGEGB_07780,ODDLKH_10230,LNHIMF_08095,ONMMKP_02440,IKCLMC_23070,PKJKAM_23150
nudE,nudE,ADP compounds hydrolase NudE,AJBGEP_18400,HFCAGB_18665,BEJGEH_17640,GEGEGB_21205,ODDLKH_19710,LNHIMF_17740,ONMMKP_16730,IKCLMC_14490,PKJKAM_19350
group_2345,pilM,Type IV pilus assembly protein ATPase PilM,AJBGEP_18390,HFCAGB_18655,BEJGEH_17630,GEGEGB_21215,ODDLKH_19700,LNHIMF_17730,ONMMKP_16740,IKCLMC_14500,PKJKAM_19370
group_2344,fimC,chaperone protein FimC,AJBGEP_02840,HFCAGB_02870,BEJGEH_02795,GEGEGB_12200,ODDLKH_05180,LNHIMF_02770,ONMMKP_08055,IKCLMC_11555,PKJKAM_15980
bcsQ,bcsQ,cellulose biosynthesis protein BcsQ,AJBGEP_19055,HFCAGB_19330,BEJGEH_18300,GEGEGB_20590,ODDLKH_20360,LNHIMF_18325,ONMMKP_16130,IKCLMC_13840,PKJKAM_18750
bcsB,bcsB,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,AJBGEP_19045,HFCAGB_19320,BEJGEH_18290,GEGEGB_20600,ODDLKH_20350,LNHIMF_18315,ONMMKP_16140,IKCLMC_13850,PKJKAM_18760
pssL,;pssL,Cytoplasmic protein;Protein PssL,AJBGEP_14255,HFCAGB_14430,BEJGEH_13200,GEGEGB_01400,ODDLKH_15570,LNHIMF_13710,ONMMKP_21195,IKCLMC_00530,PKJKAM_13305
tapT,tapT,tRNA-uridine aminocarboxypropyltransferase,AJBGEP_14245,HFCAGB_14420,BEJGEH_13190,GEGEGB_01410,ODDLKH_15560,LNHIMF_13700,ONMMKP_21205,IKCLMC_00520,PKJKAM_13315
