Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000022165.1,GCF_000020925.1,GCF_000020885.1,GCF_000007545.1,GCF_000170215.1,GCF_000020745.1,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1
group_1905,,DUF3820 domain-containing protein,9,9,1.0,1,4676,,,,219,219,219.0,AJBGEP_13005,HFCAGB_13510,BEJGEH_12275,GEGEGB_02340,ODDLKH_14685,LNHIMF_12835,ONMMKP_22095,IKCLMC_06765,PKJKAM_14210
osmB,osmB,osmotically-inducible lipoprotein OsmB,9,9,1.0,1,4675,,,,219,219,219.0,AJBGEP_08980,HFCAGB_07880,BEJGEH_06820,GEGEGB_08545,ODDLKH_10975,LNHIMF_08870,ONMMKP_01670,IKCLMC_22320,PKJKAM_22395
infA,infA,translation initiation factor IF-1,9,9,1.0,1,4673,,,,219,219,219.0,AJBGEP_04735,HFCAGB_05000,BEJGEH_04565,GEGEGB_10450,ODDLKH_07060,LNHIMF_05220,ONMMKP_05970,IKCLMC_07595,PKJKAM_04885
mbtH,mbtH,MbtH family protein regulates adenylation domains of NRPSs,9,9,1.0,1,4672,,,,219,219,219.0,AJBGEP_03050,HFCAGB_03375,BEJGEH_02975,GEGEGB_12025,ODDLKH_05385,LNHIMF_03650,ONMMKP_07855,IKCLMC_12040,PKJKAM_15500
hha,hha,Hemolysin expression-modulating protein Hha,9,9,1.0,1,4671,,,,219,219,219.0,AJBGEP_02465,HFCAGB_02490,BEJGEH_02410,GEGEGB_12580,ODDLKH_04805,LNHIMF_02490,ONMMKP_08430,IKCLMC_11180,PKJKAM_16360
yhdV,yhdV,Uncharacterized protein YhdV,9,9,1.0,1,4663,,,,222,222,222.0,AJBGEP_17875,HFCAGB_18150,BEJGEH_17110,GEGEGB_17420,ODDLKH_19195,LNHIMF_17225,ONMMKP_17245,IKCLMC_17285,PKJKAM_08175
cspD,cspD,cold shock-like protein CspD,9,9,1.0,1,4662,,,,222,222,222.0,AJBGEP_04675,HFCAGB_04955,BEJGEH_04500,GEGEGB_10500,ODDLKH_07010,LNHIMF_05180,ONMMKP_06025,IKCLMC_07545,PKJKAM_04930
group_1887,,DUF2594 domain-containing protein,9,9,1.0,1,4650,,,,225,225,225.0,AJBGEP_10245,HFCAGB_06340,BEJGEH_05590,GEGEGB_04980,ODDLKH_12220,LNHIMF_10135,ONMMKP_00395,IKCLMC_21010,PKJKAM_21085
pspB,pspB,envelope stress response membrane protein PspB,9,9,1.0,1,4649,,,,225,225,225.0,AJBGEP_08900,HFCAGB_07960,BEJGEH_06900,GEGEGB_08445,ODDLKH_10895,LNHIMF_08770,ONMMKP_01750,IKCLMC_22400,PKJKAM_22480
rpsR,rpsR,30S ribosomal protein S18,9,9,1.0,1,4634,,,,228,228,228.0,AJBGEP_23015,HFCAGB_23150,BEJGEH_22350,GEGEGB_23445,ODDLKH_01315,LNHIMF_22455,ONMMKP_11995,IKCLMC_17095,PKJKAM_05645
feoA,feoA,ferrous iron transporter A,9,9,1.0,1,4633,,,,228,228,228.0,AJBGEP_18455,HFCAGB_18720,BEJGEH_17700,GEGEGB_21150,ODDLKH_19765,LNHIMF_17795,ONMMKP_16675,IKCLMC_14435,PKJKAM_19295
group_1871,,Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein,9,9,1.0,1,4630,,,,228,228,228.0,AJBGEP_15760,HFCAGB_16030,BEJGEH_14960,GEGEGB_15195,ODDLKH_17075,LNHIMF_15125,ONMMKP_19405,IKCLMC_19400,PKJKAM_11940
yejL,yejL,UPF0352 protein YejL,9,9,1.0,1,4629,,,,228,228,228.0,AJBGEP_11975,HFCAGB_12490,BEJGEH_11325,GEGEGB_03365,ODDLKH_13655,LNHIMF_11885,ONMMKP_23065,IKCLMC_08815,PKJKAM_15185
yodD,yodD,YodD family peroxide/acid resistance protein,9,9,1.0,1,4627,,,,228,228,228.0,AJBGEP_10420,HFCAGB_06170,BEJGEH_05420,GEGEGB_04805,ODDLKH_12390,LNHIMF_10300,ONMMKP_00230,IKCLMC_20840,PKJKAM_20915
group_1868,yceK,YceK/YidQ family lipoprotein,9,9,1.0,1,4625,,,,228,228,228.0,AJBGEP_05765,HFCAGB_10750,BEJGEH_09715,GEGEGB_09345,ODDLKH_07795,LNHIMF_05940,ONMMKP_04935,IKCLMC_03985,PKJKAM_02950
group_1867,wrbA,NAD(P)H:quinone oxidoreductase,9,9,1.0,1,4624,,,,228,228,228.0,AJBGEP_05580,HFCAGB_05830,BEJGEH_05105,GEGEGB_09535,ODDLKH_07610,LNHIMF_05755,ONMMKP_05120,IKCLMC_03065,PKJKAM_03145
group_1859,,Cytoplasmic protein,9,9,1.0,1,4615,,,,231,231,231.0,AJBGEP_13255,HFCAGB_13750,BEJGEH_12515,GEGEGB_02100,ODDLKH_14925,LNHIMF_13060,ONMMKP_21860,IKCLMC_06530,PKJKAM_13980
group_1856,,DNA polymerase III subunit theta,9,9,1.0,1,4612,,,,231,231,231.0,AJBGEP_09870,HFCAGB_06705,BEJGEH_05950,GEGEGB_05340,ODDLKH_11855,LNHIMF_09765,ONMMKP_00770,IKCLMC_21390,PKJKAM_21455
group_1855,,DUF2554 domain-containing protein,9,9,1.0,1,4611,,,,231,231,231.0,AJBGEP_08450,HFCAGB_08415,BEJGEH_07370,GEGEGB_07985,ODDLKH_10455,LNHIMF_08325,ONMMKP_02215,IKCLMC_22845,PKJKAM_22925
group_1854,,Conserved domain protein,9,9,1.0,1,4610,,,,231,231,231.0,AJBGEP_00425,HFCAGB_00420,BEJGEH_00420,GEGEGB_00425,ODDLKH_02795,LNHIMF_00415,ONMMKP_10510,IKCLMC_15635,PKJKAM_10125
yedF,yedF,sulfurtransferase-like selenium metabolism protein YedF,9,9,1.0,1,4601,,,,234,234,234.0,AJBGEP_10335,HFCAGB_06260,BEJGEH_05510,GEGEGB_04895,ODDLKH_12300,LNHIMF_10215,ONMMKP_00315,IKCLMC_20930,PKJKAM_21005
group_1846,,DUF2526 domain-containing protein,9,9,1.0,1,4600,,,,234,234,234.0,AJBGEP_08395,HFCAGB_08470,BEJGEH_07420,GEGEGB_07935,ODDLKH_10400,LNHIMF_08275,ONMMKP_02270,IKCLMC_22900,PKJKAM_22980
rpmB,rpmB,50S ribosomal protein L28,9,9,1.0,1,4593,,,,237,237,237.0,AJBGEP_19625,HFCAGB_19905,BEJGEH_18875,GEGEGB_20040,ODDLKH_20925,LNHIMF_18860,ONMMKP_15550,IKCLMC_13270,PKJKAM_18175
feoC,feoC,[Fe-S]-dependent transcriptional repressor FeoC,9,9,1.0,1,4592,,,,237,237,237.0,AJBGEP_18465,HFCAGB_18730,BEJGEH_17710,GEGEGB_21140,ODDLKH_19775,LNHIMF_17805,ONMMKP_16665,IKCLMC_14425,PKJKAM_19285
group_1840,,non-oxidative hydroxyarylic acid decarboxylases subunit D,9,9,1.0,1,4591,,,,237,237,237.0,AJBGEP_15445,HFCAGB_15680,BEJGEH_14595,GEGEGB_14830,ODDLKH_16755,LNHIMF_14805,ONMMKP_19750,IKCLMC_19715,PKJKAM_12280
group_1839,,DUF1656 domain-containing protein,9,9,1.0,1,4590,,,,237,237,237.0,AJBGEP_07630,HFCAGB_09195,BEJGEH_08215,GEGEGB_06950,ODDLKH_09635,LNHIMF_07485,ONMMKP_03030,IKCLMC_23655,PKJKAM_00430
lpp,lpp,murein lipoprotein Lpp,9,9,1.0,1,4589,,,,237,237,237.0,AJBGEP_07290,HFCAGB_09540,BEJGEH_08550,GEGEGB_06610,ODDLKH_09290,LNHIMF_07145,ONMMKP_03370,IKCLMC_23995,PKJKAM_04195
group_1837,ptsG,PTS glucose transporter subunit IIBC,9,9,1.0,1,4587,,,,237,237,237.0,AJBGEP_05990,HFCAGB_10520,BEJGEH_09495,GEGEGB_09120,ODDLKH_08020,LNHIMF_06165,ONMMKP_04710,IKCLMC_04210,PKJKAM_02760
rclB,rclB,reactive chlorine resistance periplasmic protein RclB,9,9,1.0,1,4586,,,,237,237,237.0,AJBGEP_02935,HFCAGB_03290,BEJGEH_02895,GEGEGB_12110,ODDLKH_05270,LNHIMF_03585,ONMMKP_07940,IKCLMC_11960,PKJKAM_15615
zapB,zapB,septal ring assembly protein ZapB,9,9,1.0,1,4579,,,,240,240,240.0,AJBGEP_21500,HFCAGB_21720,BEJGEH_20765,GEGEGB_18620,ODDLKH_22750,LNHIMF_20720,ONMMKP_13495,IKCLMC_03670,PKJKAM_06980
atpE,atpE,F0F1 ATP synthase subunit C,9,9,1.0,1,4578,,,,240,240,240.0,AJBGEP_20385,HFCAGB_20620,BEJGEH_19620,GEGEGB_19265,ODDLKH_21640,LNHIMF_19615,ONMMKP_14575,IKCLMC_12580,PKJKAM_08065
group_1830,,Cytoplasmic protein,9,9,1.0,1,4577,,,,240,240,240.0,AJBGEP_13045,HFCAGB_13550,BEJGEH_12315,GEGEGB_02300,ODDLKH_14725,LNHIMF_12875,ONMMKP_22055,IKCLMC_06725,PKJKAM_14170
group_1829,,DUF2542 domain-containing protein,9,9,1.0,1,4576,,,,240,240,240.0,AJBGEP_11760,HFCAGB_12275,BEJGEH_11105,GEGEGB_03590,ODDLKH_13440,LNHIMF_11675,ONMMKP_23285,IKCLMC_09025,PKJKAM_19745
group_1828,,Metal-binding protein,9,9,1.0,1,4575,,,,240,240,240.0,AJBGEP_10175,HFCAGB_06405,BEJGEH_05655,GEGEGB_05045,ODDLKH_12155,LNHIMF_10065,ONMMKP_00465,IKCLMC_21070,PKJKAM_21155
group_1827,,DUF1480 domain-containing protein,9,9,1.0,1,4574,,,,240,240,240.0,AJBGEP_09720,HFCAGB_07135,BEJGEH_06075,GEGEGB_05465,ODDLKH_11710,LNHIMF_09610,ONMMKP_00930,IKCLMC_21575,PKJKAM_21655
yobH,yobH,Uncharacterized protein YobH,9,9,1.0,1,4573,,,,240,240,240.0,AJBGEP_09670,HFCAGB_07190,BEJGEH_06130,GEGEGB_05520,ODDLKH_11660,LNHIMF_09560,ONMMKP_00985,IKCLMC_21630,PKJKAM_21710
ydhL,ydhL,DUF1289 domain-containing protein,9,9,1.0,1,4572,,,,240,240,240.0,AJBGEP_07605,HFCAGB_09220,2_refound_21,3_refound_40,ODDLKH_09610,LNHIMF_07460,ONMMKP_03055,IKCLMC_23680,PKJKAM_00405
msgA,msgA,virulence protein MsgA,9,9,1.0,1,4571,,,,240,240,240.0,AJBGEP_06590,HFCAGB_10280,BEJGEH_09250,GEGEGB_05925,ODDLKH_08590,LNHIMF_06450,ONMMKP_04470,IKCLMC_04805,PKJKAM_02520
pspG,pspG,envelope stress response protein PspG,9,9,1.0,1,4556,,,,243,243,243.0,AJBGEP_22280,HFCAGB_22430,BEJGEH_21540,GEGEGB_21930,ODDLKH_00520,LNHIMF_21660,ONMMKP_12735,IKCLMC_05255,PKJKAM_06375
group_1812,,Inner membrane protein,9,9,1.0,1,4553,,,,243,243,243.0,AJBGEP_12860,HFCAGB_13360,BEJGEH_12130,GEGEGB_02495,ODDLKH_14540,LNHIMF_12690,ONMMKP_22240,IKCLMC_07980,PKJKAM_14360
ssaE,ssaE,YscE family type III secretion system co-chaperone SsaE,9,9,1.0,1,4552,,,,243,243,243.0,AJBGEP_07385,HFCAGB_09440,BEJGEH_08455,GEGEGB_06710,ODDLKH_09385,LNHIMF_07240,ONMMKP_03275,IKCLMC_23900,PKJKAM_04100
cedA,cedA,cell division activator CedA,9,9,1.0,1,4551,,,,243,243,243.0,AJBGEP_06985,HFCAGB_09840,BEJGEH_08845,GEGEGB_06360,ODDLKH_08985,LNHIMF_06850,ONMMKP_04070,IKCLMC_24290,PKJKAM_04495
xseB,xseB,exodeoxyribonuclease VII small subunit,9,9,1.0,1,4550,,,,243,243,243.0,AJBGEP_02220,HFCAGB_02240,BEJGEH_02160,GEGEGB_12855,ODDLKH_04560,LNHIMF_02250,ONMMKP_08675,IKCLMC_10930,PKJKAM_16605
yjbE,yjbE,Uncharacterized protein YjbE,9,9,1.0,1,4540,,,,246,246,246.0,AJBGEP_22170,HFCAGB_22320,BEJGEH_21430,GEGEGB_21820,ODDLKH_00410,LNHIMF_21250,ONMMKP_12840,IKCLMC_05145,PKJKAM_06485
nrdH,nrdH,glutaredoxin-like protein NrdH,9,9,1.0,1,4539,,,,246,246,246.0,AJBGEP_14835,HFCAGB_15065,BEJGEH_13970,GEGEGB_14240,ODDLKH_16145,LNHIMF_14210,ONMMKP_20370,IKCLMC_20315,PKJKAM_12905
pyrC,pyrC,dihydroorotase,9,9,1.0,1,4538,,,,246,246,246.0,AJBGEP_05815,HFCAGB_10700,BEJGEH_09665,GEGEGB_09295,ODDLKH_07845,LNHIMF_05990,ONMMKP_04885,IKCLMC_04035,PKJKAM_02900
moaD,moaD,molybdopterin synthase sulfur carrier subunit,9,9,1.0,1,4537,,,,246,246,246.0,AJBGEP_04145,HFCAGB_04425,BEJGEH_04025,GEGEGB_10990,ODDLKH_06490,LNHIMF_04680,ONMMKP_06555,IKCLMC_06990,PKJKAM_05455
group_1804,,Inner membrane protein,9,9,1.0,1,4536,,,,246,246,246.0,AJBGEP_03775,1_refound_12,BEJGEH_03655,3_refound_38,ODDLKH_06120,5_refound_65,ONMMKP_07140,IKCLMC_02005,PKJKAM_02080
hybG,hybG,hydrogenase maturation factor HybG,9,9,1.0,1,4526,,,,249,249,249.0,AJBGEP_16600,HFCAGB_16875,BEJGEH_15800,GEGEGB_16095,ODDLKH_17900,LNHIMF_15970,ONMMKP_18490,IKCLMC_18565,PKJKAM_09660
iacP,iacP,putative acyl carrier protein,9,9,1.0,1,4525,,,,249,249,249.0,AJBGEP_15235,HFCAGB_15470,BEJGEH_14370,GEGEGB_14635,ODDLKH_16545,LNHIMF_14610,ONMMKP_19960,IKCLMC_19925,PKJKAM_12505
rpsP,rpsP,30S ribosomal protein S16,9,9,1.0,1,4524,,,,249,249,249.0,AJBGEP_14380,HFCAGB_14555,BEJGEH_13490,GEGEGB_13850,ODDLKH_15695,LNHIMF_13835,ONMMKP_21070,IKCLMC_20665,PKJKAM_13175
group_1794,yeaQ,Uncharacterized membrane protein YeaQ/YmgE transglycosylase-associated protein family,9,9,1.0,1,4522,,,,249,249,249.0,AJBGEP_06755,HFCAGB_10110,BEJGEH_09080,GEGEGB_06095,ODDLKH_08755,LNHIMF_06615,ONMMKP_04305,IKCLMC_24525,PKJKAM_02355
group_1792,,DUF1158 domain-containing protein,9,9,1.0,1,4520,,,,249,249,249.0,AJBGEP_03025,HFCAGB_03350,BEJGEH_02950,GEGEGB_12050,ODDLKH_05360,LNHIMF_03625,ONMMKP_07880,IKCLMC_12015,PKJKAM_15525
grxC,grxC,glutaredoxin 3,9,9,1.0,1,4512,,,,252,252,252.0,AJBGEP_19490,HFCAGB_19765,BEJGEH_18740,GEGEGB_20175,ODDLKH_20790,LNHIMF_18725,ONMMKP_15685,IKCLMC_13405,PKJKAM_18315
yciN,yciN,Protein yciN,9,9,1.0,1,4511,,,,252,252,252.0,AJBGEP_09040,HFCAGB_07815,BEJGEH_06755,GEGEGB_08610,ODDLKH_11035,LNHIMF_08935,ONMMKP_01605,IKCLMC_22260,PKJKAM_22330
group_1784,,Pathogenicity island protein,9,9,1.0,1,4510,,,,252,252,252.0,AJBGEP_07455,HFCAGB_09370,BEJGEH_08385,GEGEGB_06780,ODDLKH_09455,LNHIMF_07310,ONMMKP_03205,IKCLMC_23830,PKJKAM_04030
group_1783,hlx,Putative hemolysin,9,9,1.0,1,4509,,,,252,252,252.0,AJBGEP_06760,HFCAGB_10105,BEJGEH_09075,GEGEGB_06110,ODDLKH_08760,LNHIMF_06620,ONMMKP_04300,IKCLMC_24520,PKJKAM_02350
tatA,tatA,Sec-independent protein translocase subunit TatA,9,9,1.0,1,4499,,,,255,255,255.0,AJBGEP_20900,HFCAGB_21120,BEJGEH_20145,GEGEGB_17530,ODDLKH_22150,LNHIMF_20120,ONMMKP_14075,IKCLMC_02330,PKJKAM_07560
rpsQ,rpsQ,30S ribosomal protein S17,9,9,1.0,1,4498,,,,255,255,255.0,AJBGEP_18075,HFCAGB_18350,BEJGEH_17310,GEGEGB_21535,ODDLKH_19395,LNHIMF_17425,ONMMKP_17045,IKCLMC_00620,PKJKAM_00460
yfaE,yfaE,ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE,9,9,1.0,1,4497,,,,255,255,255.0,AJBGEP_12245,HFCAGB_12710,BEJGEH_11520,GEGEGB_03135,ODDLKH_13925,LNHIMF_12085,ONMMKP_22850,IKCLMC_08600,PKJKAM_14965
yeaQ,yeaQ,Uncharacterized membrane protein YeaQ/YmgE transglycosylase-associated protein family,9,9,1.0,1,4496,,,,255,255,255.0,AJBGEP_09445,HFCAGB_07405,BEJGEH_06345,GEGEGB_05735,ODDLKH_11445,LNHIMF_09345,ONMMKP_01200,IKCLMC_21845,PKJKAM_21925
group_1774,,DUF2534 domain-containing protein,9,9,1.0,1,4495,,,,255,255,255.0,AJBGEP_08760,HFCAGB_08095,BEJGEH_07035,GEGEGB_08295,ODDLKH_10765,LNHIMF_08635,ONMMKP_01885,IKCLMC_22535,PKJKAM_22615
bssS,bssS,biofilm formation regulator BssS,9,9,1.0,1,4494,,,,255,255,255.0,AJBGEP_05810,HFCAGB_10705,BEJGEH_09670,GEGEGB_09300,ODDLKH_07840,LNHIMF_05985,ONMMKP_04890,IKCLMC_04030,PKJKAM_02905
yjhX,yjhX,UPF0386 protein YjhX,9,9,1.0,1,4486,,,,258,258,258.0,AJBGEP_23575,HFCAGB_23675,BEJGEH_23075,GEGEGB_24040,ODDLKH_01875,LNHIMF_22875,ONMMKP_11370,IKCLMC_16560,PKJKAM_11045
rpmA,rpmA,50S ribosomal protein L27,9,9,1.0,1,4485,,,,258,258,258.0,AJBGEP_17420,HFCAGB_17685,BEJGEH_16655,GEGEGB_16965,ODDLKH_18735,LNHIMF_16770,ONMMKP_17690,IKCLMC_17735,PKJKAM_08630
group_1767,ptsH,phosphocarrier protein Hpr,9,9,1.0,1,4484,,,,258,258,258.0,AJBGEP_13030,HFCAGB_13535,BEJGEH_12300,GEGEGB_02315,ODDLKH_14710,LNHIMF_12860,ONMMKP_22070,IKCLMC_06740,PKJKAM_14185
pmrD,pmrD,signal transduction protein PmrD,9,9,1.0,1,4483,,,,258,258,258.0,AJBGEP_12375,HFCAGB_12840,BEJGEH_11650,GEGEGB_03005,ODDLKH_14055,LNHIMF_12220,ONMMKP_22720,IKCLMC_08470,PKJKAM_14835
spaQ,spaQ,SPI-1 type III secretion system export apparatus protein SpaQ,9,9,1.0,1,4473,,,,261,261,261.0,AJBGEP_15275,HFCAGB_15510,BEJGEH_14410,GEGEGB_14675,ODDLKH_16585,LNHIMF_14650,ONMMKP_19920,IKCLMC_19885,PKJKAM_12465
yfhL,yfhL,YfhL family 4Fe-4S dicluster ferredoxin,9,9,1.0,1,4472,,,,261,261,261.0,AJBGEP_13785,HFCAGB_14310,BEJGEH_13080,GEGEGB_01520,ODDLKH_15450,LNHIMF_13590,ONMMKP_21315,IKCLMC_05995,PKJKAM_13425
ybiJ,ybiJ,DUF1471 domain-containing protein,9,9,1.0,1,4470,,,,261,261,261.0,AJBGEP_04250,HFCAGB_04520,BEJGEH_04120,GEGEGB_10890,ODDLKH_06580,LNHIMF_04765,ONMMKP_06465,IKCLMC_07115,PKJKAM_05365
rpmE2,rpmE2,type B 50S ribosomal protein L31,9,9,1.0,1,4469,,,,261,261,261.0,AJBGEP_02450,HFCAGB_02475,BEJGEH_02390,GEGEGB_12595,ODDLKH_04790,LNHIMF_02470,ONMMKP_08445,IKCLMC_11160,PKJKAM_16375
iraP,iraP,anti-adapter protein IraP,9,9,1.0,1,4468,,,,261,261,261.0,AJBGEP_02010,HFCAGB_02025,BEJGEH_01960,GEGEGB_13085,ODDLKH_04350,LNHIMF_02050,ONMMKP_08890,IKCLMC_10720,PKJKAM_16815
rof,rof,Rho-binding antiterminator,9,9,1.0,1,4467,,,,261,261,261.0,AJBGEP_01255,HFCAGB_01255,BEJGEH_01305,GEGEGB_01280,ODDLKH_03620,LNHIMF_01240,ONMMKP_09630,IKCLMC_14795,PKJKAM_00765
ilvM,ilvM,acetolactate synthase 2 small subunit,9,9,1.0,1,4461,,,,264,264,264.0,AJBGEP_20535,HFCAGB_20770,BEJGEH_19770,GEGEGB_17910,ODDLKH_21790,LNHIMF_19765,ONMMKP_14425,IKCLMC_02680,PKJKAM_07915
group_1751,dnaA,chromosomal replication initiator protein DnaA,9,9,1.0,1,4460,,,,264,264,264.0,AJBGEP_12145,HFCAGB_12610,BEJGEH_11420,GEGEGB_03255,ODDLKH_13825,LNHIMF_11980,ONMMKP_22950,IKCLMC_08700,PKJKAM_15065
grxA,grxA,GrxA family glutaredoxin,9,9,1.0,1,4459,,,,264,264,264.0,AJBGEP_04510,HFCAGB_04790,BEJGEH_04335,GEGEGB_10665,ODDLKH_06845,LNHIMF_05015,ONMMKP_06190,IKCLMC_07380,PKJKAM_05095
ybeD,ybeD,DUF493 domain-containing protein,9,9,1.0,1,4458,,,,264,264,264.0,AJBGEP_03300,HFCAGB_03645,BEJGEH_03230,GEGEGB_11760,ODDLKH_05640,LNHIMF_03905,ONMMKP_07605,IKCLMC_12290,PKJKAM_01940
yhcN,yhcN,peroxide/acid stress response protein YhcN,9,9,1.0,1,4439,,,,267,267,267.0,AJBGEP_17720,HFCAGB_17990,BEJGEH_16960,GEGEGB_17270,ODDLKH_19035,LNHIMF_17075,ONMMKP_17395,IKCLMC_17435,PKJKAM_08330
sdhE,sdhE,FAD assembly factor SdhE,9,9,1.0,1,4438,,,,267,267,267.0,AJBGEP_16105,HFCAGB_16380,BEJGEH_15310,GEGEGB_15600,ODDLKH_17415,LNHIMF_15465,ONMMKP_19060,IKCLMC_19050,PKJKAM_11605
minE,minE,cell division topological specificity factor MinE,9,9,1.0,1,4436,,,,267,267,267.0,AJBGEP_09540,HFCAGB_07310,BEJGEH_06250,GEGEGB_05640,ODDLKH_11540,LNHIMF_09440,ONMMKP_01105,IKCLMC_21750,PKJKAM_21830
hlx,hlx,Putative hemolysin,9,9,1.0,1,4435,,,,267,267,267.0,AJBGEP_08690,HFCAGB_08165,BEJGEH_07110,GEGEGB_08200,ODDLKH_10695,LNHIMF_08560,ONMMKP_01955,IKCLMC_22605,PKJKAM_22685
ssaS,ssaS,SPI-2 type III secretion system apparatus protein SsaS,9,9,1.0,1,4434,,,,267,267,267.0,AJBGEP_07505,HFCAGB_09320,BEJGEH_08335,GEGEGB_06830,ODDLKH_09510,LNHIMF_07360,ONMMKP_03155,IKCLMC_23780,PKJKAM_03980
yihD,yihD,DUF1040 domain-containing protein,9,9,1.0,1,4425,,,,270,270,270.0,AJBGEP_21010,HFCAGB_21230,BEJGEH_20255,GEGEGB_19130,ODDLKH_22260,LNHIMF_20230,ONMMKP_13965,IKCLMC_03175,PKJKAM_07450
rpsO,rpsO,30S ribosomal protein S15,9,9,1.0,1,4423,,,,270,270,270.0,AJBGEP_17305,HFCAGB_17580,BEJGEH_16550,GEGEGB_16865,ODDLKH_18630,LNHIMF_16670,ONMMKP_17790,IKCLMC_17840,PKJKAM_08740
fliQ,fliQ,flagellar biosynthesis protein FliQ,9,9,1.0,1,4422,,,,270,270,270.0,AJBGEP_10400,HFCAGB_06190,BEJGEH_05440,GEGEGB_04825,ODDLKH_12370,LNHIMF_10280,ONMMKP_00250,IKCLMC_20860,PKJKAM_20935
group_1714,araC,AraC family transcriptional regulator,9,9,1.0,1,4410,,,,273,273,273.0,AJBGEP_22630,HFCAGB_22780,BEJGEH_21910,GEGEGB_22295,ODDLKH_00870,LNHIMF_22015,ONMMKP_12375,IKCLMC_05605,PKJKAM_06025
group_1713,,DUF3811 domain-containing protein,9,9,1.0,1,4409,,,,273,273,273.0,AJBGEP_22030,HFCAGB_22270,BEJGEH_21290,GEGEGB_21780,ODDLKH_00260,LNHIMF_21210,ONMMKP_12985,IKCLMC_04995,PKJKAM_06630
hupA,hupA,nucleoid-associated protein HU-alpha,9,9,1.0,1,4408,,,,273,273,273.0,AJBGEP_21910,HFCAGB_22150,BEJGEH_21150,GEGEGB_18230,ODDLKH_00140,LNHIMF_21090,ONMMKP_13105,IKCLMC_01165,PKJKAM_01030
barS,barS,Barstar RNAse (barnase) inhibitor,9,9,1.0,1,4407,,,,273,273,273.0,AJBGEP_17725,HFCAGB_17995,BEJGEH_16965,GEGEGB_17275,ODDLKH_19040,LNHIMF_17080,ONMMKP_17390,IKCLMC_17430,PKJKAM_08325
npr,npr,PTS phosphocarrier protein NPr,9,9,1.0,1,4406,,,,273,273,273.0,AJBGEP_17525,HFCAGB_17790,BEJGEH_16760,GEGEGB_17070,ODDLKH_18840,LNHIMF_16875,ONMMKP_17585,IKCLMC_17630,PKJKAM_08525
rcnR,rcnR,Ni(II)/Co(II)-binding transcriptional repressor RcnR,9,9,1.0,1,4405,,,,273,273,273.0,AJBGEP_15975,HFCAGB_16245,BEJGEH_15175,GEGEGB_15435,ODDLKH_17290,LNHIMF_15340,ONMMKP_19190,IKCLMC_19185,PKJKAM_11725
hypC,hypC,hydrogenase 3 maturation protein HypC,9,9,1.0,1,4404,,,,273,273,273.0,AJBGEP_15105,HFCAGB_15340,BEJGEH_14240,GEGEGB_14515,ODDLKH_16415,LNHIMF_14480,ONMMKP_20100,IKCLMC_20055,PKJKAM_12635
group_1712,sgaB,Phosphotransferase system galactitol-specific IIB component,9,9,1.0,1,4403,,,,273,273,273.0,AJBGEP_12570,HFCAGB_13040,BEJGEH_11845,GEGEGB_02815,ODDLKH_14250,LNHIMF_12405,ONMMKP_22530,IKCLMC_08270,PKJKAM_14650
hupB,hupB,nucleoid-associated protein HU-beta,9,9,1.0,1,4402,,,,273,273,273.0,AJBGEP_02360,HFCAGB_02380,BEJGEH_02300,GEGEGB_12700,ODDLKH_04700,LNHIMF_02380,ONMMKP_08535,IKCLMC_11070,PKJKAM_16465
group_1699,,YdgH/BhsA/McbA-like domain-containing protein,9,9,1.0,1,4388,,,,276,276,276.0,AJBGEP_22945,HFCAGB_23080,BEJGEH_22275,GEGEGB_23375,ODDLKH_01245,LNHIMF_22380,ONMMKP_12065,IKCLMC_17165,PKJKAM_05715
rpoZ,rpoZ,DNA-directed RNA polymerase subunit omega,9,9,1.0,1,4387,,,,276,276,276.0,AJBGEP_19690,HFCAGB_19970,BEJGEH_18940,GEGEGB_19970,ODDLKH_20990,LNHIMF_18975,ONMMKP_15485,IKCLMC_13205,PKJKAM_18110
yggX,yggX,oxidative damage protection protein,9,9,1.0,1,4386,,,,276,276,276.0,AJBGEP_16425,HFCAGB_16705,BEJGEH_15630,GEGEGB_15920,ODDLKH_17735,LNHIMF_15785,ONMMKP_18740,IKCLMC_18730,PKJKAM_01390
yfcL,yfcL,YfcL protein,9,9,1.0,1,4385,,,,276,276,276.0,AJBGEP_12755,HFCAGB_13230,BEJGEH_12025,GEGEGB_02630,ODDLKH_14435,LNHIMF_12585,ONMMKP_22345,IKCLMC_08085,PKJKAM_14465
pduN,pduN,propanediol utilization microcompartment protein PduN,9,9,1.0,1,4384,,,,276,276,276.0,AJBGEP_11050,HFCAGB_11555,BEJGEH_10340,3_refound_41,ODDLKH_12725,LNHIMF_10655,ONMMKP_23995,IKCLMC_09800,PKJKAM_20575
pduJ,pduJ,propanediol utilization microcompartment protein PduJ,9,9,1.0,1,4383,,,,276,276,276.0,AJBGEP_11030,HFCAGB_11535,BEJGEH_10320,GEGEGB_04405,ODDLKH_12705,LNHIMF_10635,ONMMKP_24015,IKCLMC_09820,PKJKAM_20595
