"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"AJBGEP_19015","persistent","Sugar or nucleoside kinase, ribokinase family","9","9","1.0","NA","NA","","","","929","929","929.0","AJBGEP_19015","HFCAGB_19290","BEJGEH_18260","GEGEGB_20640","ODDLKH_20320","LNHIMF_18285","ONMMKP_16170","IKCLMC_13880","PKJKAM_18790"
"AJBGEP_19020","persistent","Protein YhjJ","9","9","1.0","NA","NA","","","","1487","1487","1487.0","AJBGEP_19020","HFCAGB_19295","BEJGEH_18265","GEGEGB_20635","ODDLKH_20325","LNHIMF_18290","ONMMKP_16165","IKCLMC_13875","PKJKAM_18785"
"AJBGEP_19025","persistent","C4-dicarboxylate transporter DctC","9","9","1.0","NA","NA","","","","1286","1286","1286.0","AJBGEP_19025","HFCAGB_19300","BEJGEH_18270","GEGEGB_20630","ODDLKH_20330","LNHIMF_18295","ONMMKP_16160","IKCLMC_13870","PKJKAM_18780"
"AJBGEP_19030","persistent","biofilm formation regulator HmsP","9","9","1.0","NA","NA","","","","1964","2006","2001.33","AJBGEP_19030","HFCAGB_19305","BEJGEH_18275","GEGEGB_20625","ODDLKH_20335","LNHIMF_18300","ONMMKP_16155","IKCLMC_13865","PKJKAM_18775"
"AJBGEP_19035","persistent","cellulose synthase complex outer membrane protein BcsC","9","11","1.22","NA","NA","","","","167","3542","2853.36","AJBGEP_19035","HFCAGB_19310","BEJGEH_18280","GEGEGB_20620" "GEGEGB_20615" "GEGEGB_20610","ODDLKH_20340","LNHIMF_18305","ONMMKP_16150","IKCLMC_13860","PKJKAM_18770"
"AJBGEP_19045","persistent","cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB","9","9","1.0","NA","NA","","","","2150","2216","2157.33","AJBGEP_19045","HFCAGB_19320","BEJGEH_18290","GEGEGB_20600","ODDLKH_20350","LNHIMF_18315","ONMMKP_16140","IKCLMC_13850","PKJKAM_18760"
"AJBGEP_19050","persistent","UDP-forming cellulose synthase catalytic subunit","9","9","1.0","NA","NA","","","","2624","2624","2624.0","AJBGEP_19050","HFCAGB_19325","BEJGEH_18295","GEGEGB_20595","ODDLKH_20355","LNHIMF_18320","ONMMKP_16135","IKCLMC_13845","PKJKAM_18755"
"AJBGEP_19055","persistent","cellulose biosynthesis protein BcsQ","9","9","1.0","NA","NA","","","","554","752","730.0","AJBGEP_19055","HFCAGB_19330","BEJGEH_18300","GEGEGB_20590","ODDLKH_20360","LNHIMF_18325","ONMMKP_16130","IKCLMC_13840","PKJKAM_18750"
"AJBGEP_19060","persistent","cellulose biosynthesis protein BcsR","9","9","1.0","NA","NA","","","","203","203","203.0","AJBGEP_19060","HFCAGB_19335","BEJGEH_18305","GEGEGB_20585","ODDLKH_20365","LNHIMF_18330","ONMMKP_16125","IKCLMC_13835","PKJKAM_18745"
"AJBGEP_19065","persistent","cellulose biosynthesis c-di-GMP-binding protein BcsE","9","9","1.0","NA","NA","","","","1559","1559","1559.0","AJBGEP_19065","HFCAGB_19340","BEJGEH_18310","GEGEGB_20580","ODDLKH_20370","LNHIMF_18335","ONMMKP_16120","IKCLMC_13830","PKJKAM_18740"
"AJBGEP_19070","persistent","cellulose biosynthesis protein BcsF","9","9","1.0","NA","NA","","","","191","191","191.0","AJBGEP_19070","HFCAGB_19345","BEJGEH_18315","GEGEGB_20575","ODDLKH_20375","LNHIMF_18340","ONMMKP_16115","IKCLMC_13825","PKJKAM_18735"
"AJBGEP_19075","persistent","cellulose biosynthesis protein BcsG","9","9","1.0","NA","NA","","","","1679","1679","1679.0","AJBGEP_19075","HFCAGB_19350","BEJGEH_18320","GEGEGB_20570","ODDLKH_20380","LNHIMF_18345","ONMMKP_16110","IKCLMC_13820","PKJKAM_18730"
"AJBGEP_19080","persistent","Small toxic polypeptide ldrD (Modular protein)","9","9","1.0","NA","NA","","","","107","107","107.0","AJBGEP_19080","HFCAGB_19355","BEJGEH_18325","GEGEGB_20565","ODDLKH_20385","LNHIMF_18350","ONMMKP_16105","IKCLMC_13815","PKJKAM_18725"
"AJBGEP_19090","persistent","Amino acid permease","9","9","1.0","NA","NA","","","","1298","1298","1298.0","AJBGEP_19090","HFCAGB_19365","BEJGEH_18335","GEGEGB_20555","ODDLKH_20395","LNHIMF_18360","ONMMKP_16095","IKCLMC_13805","PKJKAM_18715"
"AJBGEP_19095","persistent","dipeptide ABC transporter ATP-binding subunit DppF","9","9","1.0","NA","NA","","","","1013","1013","1013.0","AJBGEP_19095","HFCAGB_19370","BEJGEH_18340","GEGEGB_20550","ODDLKH_20400","LNHIMF_18365","ONMMKP_16090","IKCLMC_13800","PKJKAM_18710"
"AJBGEP_19100","persistent","dipeptide ABC transporter ATP-binding protein","9","9","1.0","NA","NA","","","","983","983","983.0","AJBGEP_19100","HFCAGB_19375","BEJGEH_18345","GEGEGB_20545","ODDLKH_20405","LNHIMF_18370","ONMMKP_16085","IKCLMC_13795","PKJKAM_18705"
"AJBGEP_19105","persistent","dipeptide ABC transporter permease DppC","9","9","1.0","NA","NA","","","","902","902","902.0","AJBGEP_19105","HFCAGB_19380","BEJGEH_18350","GEGEGB_20540","ODDLKH_20410","LNHIMF_18375","ONMMKP_16080","IKCLMC_13790","PKJKAM_18700"
"AJBGEP_19110","persistent","dipeptide ABC transporter permease DppB","9","9","1.0","NA","NA","","","","1019","1019","1019.0","AJBGEP_19110","HFCAGB_19385","BEJGEH_18355","GEGEGB_20535","ODDLKH_20415","LNHIMF_18380","ONMMKP_16075","IKCLMC_13785","PKJKAM_18695"
"AJBGEP_19115","persistent","dipeptide ABC transporter periplasmic-binding protein DppA","9","9","1.0","NA","NA","","","","1607","1607","1607.0","AJBGEP_19115","HFCAGB_19390","BEJGEH_18360","GEGEGB_20530","ODDLKH_20420","LNHIMF_18385","ONMMKP_16070","IKCLMC_13780","PKJKAM_18690"
"AJBGEP_19120","persistent","Xanthine/uracil permease","9","10","1.11","NA","NA","","","","401","1325","1189.7","AJBGEP_19120","HFCAGB_19395","BEJGEH_18365","GEGEGB_20520" "GEGEGB_20525","ODDLKH_20425","LNHIMF_18390","ONMMKP_16065","IKCLMC_13775","PKJKAM_18685"
"AJBGEP_19145","shell","long polar fimbrial protein LpfE","7","7","1.0","NA","NA","","","","527","527","527.0","AJBGEP_19145","HFCAGB_19420","BEJGEH_18390","","ODDLKH_20450","","ONMMKP_16040","IKCLMC_13750","PKJKAM_18660"
"AJBGEP_19160","shell","long polar fimbrial usher protein LpfC","7","7","1.0","NA","NA","","","","2243","2528","2487.29","AJBGEP_19160","HFCAGB_19430","BEJGEH_18400","","ODDLKH_20460","","ONMMKP_16030","IKCLMC_13740","PKJKAM_18650"
"AJBGEP_19165","shell","long polar fimbrial chaperone protein LpfB","7","7","1.0","NA","NA","","","","698","698","698.0","AJBGEP_19165","HFCAGB_19440","BEJGEH_18405","","ODDLKH_20465","","ONMMKP_16025","IKCLMC_13735","PKJKAM_18645"
"AJBGEP_19170","shell","long polar fimbria major subunit LpfA","7","7","1.0","NA","NA","","","","524","524","524.0","AJBGEP_19170","HFCAGB_19445","BEJGEH_18410","","ODDLKH_20470","","ONMMKP_16020","IKCLMC_13730","PKJKAM_18640"
"AJBGEP_19175","shell","Secreted protein","5","5","1.0","NA","NA","","","","188","188","188.0","AJBGEP_19175","HFCAGB_19450","","","ODDLKH_20475","","","IKCLMC_13725","PKJKAM_18635"
"AJBGEP_19180","persistent","Uncharacterized conserved protein YhjY, contains autotransporter beta-barrel domain","9","9","1.0","NA","NA","","","","704","704","704.0","AJBGEP_19180","HFCAGB_19455","BEJGEH_18415","GEGEGB_20495","ODDLKH_20480","LNHIMF_18415","ONMMKP_16015","IKCLMC_13720","PKJKAM_18630"
"AJBGEP_19185","persistent","DNA-3-methyladenine glycosylase I","9","9","1.0","NA","NA","","","","581","581","581.0","AJBGEP_19185","HFCAGB_19460","BEJGEH_18420","GEGEGB_20490","ODDLKH_20485","LNHIMF_18420","ONMMKP_16010","IKCLMC_13715","PKJKAM_18625"
"AJBGEP_19190","persistent","N-acetyltransferase","9","9","1.0","NA","NA","","","","440","440","440.0","AJBGEP_19190","HFCAGB_19465","BEJGEH_18425","GEGEGB_20485","ODDLKH_20490","LNHIMF_18425","ONMMKP_16005","IKCLMC_13710","PKJKAM_18620"
"AJBGEP_19195","persistent","Anaerobic selenocysteine-containing dehydrogenase","9","9","1.0","NA","NA","","","","2333","2333","2333.0","AJBGEP_19195","HFCAGB_19470","BEJGEH_18430","GEGEGB_20480","ODDLKH_20495","LNHIMF_18430","ONMMKP_16000","IKCLMC_13705","PKJKAM_18615"
"AJBGEP_19200","persistent","OmpA family lipoprotein","9","9","1.0","NA","NA","","","","662","662","662.0","AJBGEP_19200","HFCAGB_19475","BEJGEH_18435","GEGEGB_20475","ODDLKH_20500","LNHIMF_18435","ONMMKP_15995","IKCLMC_13700","PKJKAM_18610"
"AJBGEP_19205","persistent","glyoxylate/hydroxypyruvate reductase GhrB","9","9","1.0","NA","NA","","","","974","974","974.0","AJBGEP_19205","HFCAGB_19480","BEJGEH_18440","GEGEGB_20470","ODDLKH_20505","LNHIMF_18440","ONMMKP_15990","IKCLMC_13695","PKJKAM_18605"
"AJBGEP_19210","persistent","DUF1307 domain-containing protein","9","9","1.0","NA","NA","","","","710","710","710.0","AJBGEP_19210","HFCAGB_19485","BEJGEH_18445","GEGEGB_20465","ODDLKH_20510","LNHIMF_18445","ONMMKP_15985","IKCLMC_13690","PKJKAM_18600"
"AJBGEP_19215","persistent","HTH-type transcriptional regulator","9","9","1.0","NA","NA","","","","332","407","340.33","AJBGEP_19215","HFCAGB_19490","BEJGEH_18450","GEGEGB_20460","ODDLKH_20515","LNHIMF_18450","ONMMKP_15980","IKCLMC_13685","PKJKAM_18595"
"AJBGEP_19220","persistent","Cold shock protein CspA","9","11","1.22","NA","NA","","","","212","212","212.0","AJBGEP_19220","HFCAGB_19495","BEJGEH_18455","GEGEGB_20455","ODDLKH_20520","LNHIMF_18455","ONMMKP_15975","IKCLMC_00045" "IKCLMC_13680" "IKCLMC_00060","PKJKAM_18590"
"AJBGEP_19225","persistent","copper-binding periplasmic metallochaperone CueP","9","9","1.0","NA","NA","","","","539","539","539.0","AJBGEP_19225","HFCAGB_19500","BEJGEH_18460","GEGEGB_20450","ODDLKH_20525","LNHIMF_18460","ONMMKP_15970","IKCLMC_13675","PKJKAM_18585"
"AJBGEP_19230","persistent","N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)","9","9","1.0","NA","NA","","","","485","485","485.0","AJBGEP_19230","HFCAGB_19505","BEJGEH_18465","GEGEGB_20445","ODDLKH_20530","LNHIMF_18465","ONMMKP_15965","IKCLMC_13665","PKJKAM_18580"
"AJBGEP_19235","persistent","DUF1778 domain-containing protein","9","9","1.0","NA","NA","","","","266","266","266.0","AJBGEP_19235","HFCAGB_19510","BEJGEH_18470","GEGEGB_20440","ODDLKH_20535","LNHIMF_18470","ONMMKP_15960","IKCLMC_13660","PKJKAM_18575"
"AJBGEP_19240","persistent","N-acetylglutamate synthase or related acetyltransferase, GNAT family","7","7","1.0","NA","NA","","","","467","467","467.0","AJBGEP_19240","HFCAGB_19515","BEJGEH_18475","GEGEGB_20435","ODDLKH_20540","LNHIMF_18475","","IKCLMC_13655",""
"AJBGEP_19250","persistent","Glycine--tRNA ligase beta subunit","9","9","1.0","NA","NA","","","","2069","2069","2069.0","AJBGEP_19250","HFCAGB_19525","BEJGEH_18490","GEGEGB_20425","ODDLKH_20550","LNHIMF_18490","ONMMKP_15935","IKCLMC_13645","PKJKAM_18555"
"AJBGEP_19255","persistent","glycine--tRNA ligase subunit alpha","9","9","1.0","NA","NA","","","","911","911","911.0","AJBGEP_19255","HFCAGB_19530","BEJGEH_18495","GEGEGB_20420","ODDLKH_20555","LNHIMF_18495","ONMMKP_15930","IKCLMC_13640","PKJKAM_18550"
"AJBGEP_19260","persistent","Uncharacterized lipoprotein YsaB","9","9","1.0","NA","NA","","","","302","302","302.0","AJBGEP_19260","HFCAGB_19535","BEJGEH_18500","GEGEGB_20415","ODDLKH_20560","LNHIMF_18500","ONMMKP_15925","IKCLMC_13635","PKJKAM_18545"
"AJBGEP_19265","persistent","Surface polysaccharide O-acyltransferase WecH","9","9","1.0","NA","NA","","","","569","995","947.67","AJBGEP_19265","HFCAGB_19540","BEJGEH_18505","GEGEGB_20405","ODDLKH_20565","LNHIMF_18505","ONMMKP_15920","IKCLMC_13630","PKJKAM_18540"
"AJBGEP_19270","persistent","Uncharacterized membrane protein YiaA","9","9","1.0","NA","NA","","","","353","353","353.0","AJBGEP_19270","HFCAGB_19545","BEJGEH_18510","GEGEGB_20400","ODDLKH_20570","LNHIMF_18510","ONMMKP_15915","IKCLMC_13625","PKJKAM_18535"
"AJBGEP_19275","persistent","xylulokinase","9","10","1.11","NA","NA","","","","551","1454","1307.6","AJBGEP_19275","HFCAGB_19550","BEJGEH_18515","GEGEGB_20395","ODDLKH_20575","LNHIMF_18520" "LNHIMF_18515","ONMMKP_15910","IKCLMC_13620","PKJKAM_18530"
"AJBGEP_19280","persistent","xylose isomerase","9","9","1.0","NA","NA","","","","1322","1322","1322.0","AJBGEP_19280","HFCAGB_19555","BEJGEH_18520","GEGEGB_20390","ODDLKH_20580","LNHIMF_18525","ONMMKP_15905","IKCLMC_13615","PKJKAM_18525"
"AJBGEP_19290","persistent","protein bax","9","9","1.0","NA","NA","","","","824","824","824.0","AJBGEP_19290","HFCAGB_19565","BEJGEH_18530","GEGEGB_20380","ODDLKH_20590","LNHIMF_18535","ONMMKP_15895","IKCLMC_13605","PKJKAM_18515"
"AJBGEP_19295","persistent","alpha-amylase","9","9","1.0","NA","NA","","","","2027","2027","2027.0","AJBGEP_19295","HFCAGB_19570","BEJGEH_18535","GEGEGB_20375","ODDLKH_20595","LNHIMF_18540","ONMMKP_15890","IKCLMC_13600","PKJKAM_18510"
"AJBGEP_19300","persistent","valine--pyruvate transaminase","9","9","1.0","NA","NA","","","","1250","1250","1250.0","AJBGEP_19300","HFCAGB_19575","BEJGEH_18540","GEGEGB_20370","ODDLKH_20600","LNHIMF_18545","ONMMKP_15885","IKCLMC_13595","PKJKAM_18505"
"AJBGEP_19305","persistent","Fe-S-cluster-containing hydrogenase component 2","9","9","1.0","NA","NA","","","","473","473","473.0","AJBGEP_19305","HFCAGB_19580","BEJGEH_18545","GEGEGB_20365","ODDLKH_20605","LNHIMF_18550","ONMMKP_15880","IKCLMC_13590","PKJKAM_18500"
"AJBGEP_19310","persistent","IclR family transcriptional regulator YiaJ","9","9","1.0","NA","NA","","","","800","800","800.0","AJBGEP_19310","HFCAGB_19585","BEJGEH_18550","GEGEGB_20360","ODDLKH_20610","LNHIMF_18555","ONMMKP_15875","IKCLMC_13585","PKJKAM_18495"
"AJBGEP_19315","persistent","3-dehydro-L-gulonate 2-dehydrogenase","9","9","1.0","NA","NA","","","","998","998","998.0","AJBGEP_19315","HFCAGB_19590","BEJGEH_18555","GEGEGB_20355","ODDLKH_20615","LNHIMF_18560","ONMMKP_15870","IKCLMC_13580","PKJKAM_18490"
"AJBGEP_19320","persistent","Beta-galactosidase, beta subunit","9","9","1.0","NA","NA","","","","464","464","464.0","AJBGEP_19320","HFCAGB_19595","BEJGEH_18560","GEGEGB_20350","ODDLKH_20620","LNHIMF_18565","ONMMKP_15865","IKCLMC_13575","PKJKAM_18485"
"AJBGEP_19325","persistent","YiaX1","9","9","1.0","NA","NA","","","","932","941","933.0","AJBGEP_19325","HFCAGB_19600","BEJGEH_18565","GEGEGB_20345","ODDLKH_20625","LNHIMF_18570","ONMMKP_15860","IKCLMC_13570","PKJKAM_18480"
"AJBGEP_19330","persistent","2,3-diketo-L-gulonate TRAP transporter small permease YiaM","9","9","1.0","NA","NA","","","","473","473","473.0","AJBGEP_19330","HFCAGB_19605","BEJGEH_18570","GEGEGB_20340","ODDLKH_20630","LNHIMF_18575","ONMMKP_15855","IKCLMC_13565","PKJKAM_18475"
"AJBGEP_19335","persistent","2,3-diketo-L-gulonate TRAP transporter large permease YiaN","9","9","1.0","NA","NA","","","","1277","1277","1277.0","AJBGEP_19335","HFCAGB_19610","BEJGEH_18575","GEGEGB_20335","ODDLKH_20635","LNHIMF_18580","ONMMKP_15850","IKCLMC_13560","PKJKAM_18470"
"AJBGEP_19340","persistent","TRAP-type C4-dicarboxylate transport system, periplasmic component","9","9","1.0","NA","NA","","","","986","986","986.0","AJBGEP_19340","HFCAGB_19615","BEJGEH_18580","GEGEGB_20330","ODDLKH_20640","LNHIMF_18585","ONMMKP_15845","IKCLMC_13555","PKJKAM_18465"
"AJBGEP_19345","persistent","Sugar (pentulose or hexulose) kinase","9","9","1.0","NA","NA","","","","1496","1496","1496.0","AJBGEP_19345","HFCAGB_19620","BEJGEH_18585","GEGEGB_20325","ODDLKH_20645","LNHIMF_18590","ONMMKP_15840","IKCLMC_13550","PKJKAM_18460"
"AJBGEP_19350","persistent","3-keto-L-gulonate-6-phosphate decarboxylase UlaD","9","9","1.0","NA","NA","","","","650","662","659.33","AJBGEP_19350","HFCAGB_19625","BEJGEH_18590","GEGEGB_20320","ODDLKH_20650","LNHIMF_18595","ONMMKP_15835","IKCLMC_13545","PKJKAM_18455"
"AJBGEP_19355","persistent","L-ribulose-5-phosphate 3-epimerase","9","9","1.0","NA","NA","","","","860","860","860.0","AJBGEP_19355","HFCAGB_19630","BEJGEH_18595","GEGEGB_20315","ODDLKH_20655","LNHIMF_18600","ONMMKP_15830","IKCLMC_13540","PKJKAM_18450"
"AJBGEP_19360","persistent","L-ribulose-5-phosphate 4-epimerase","9","9","1.0","NA","NA","","","","695","695","695.0","AJBGEP_19360","HFCAGB_19635","BEJGEH_18600","GEGEGB_20310","ODDLKH_20660","LNHIMF_18605","ONMMKP_15825","IKCLMC_13535","PKJKAM_18445"
"AJBGEP_19375","persistent","aldehyde dehydrogenase AldB","9","9","1.0","NA","NA","","","","1538","1538","1538.0","AJBGEP_19375","HFCAGB_19650","BEJGEH_18615","GEGEGB_20295","ODDLKH_20675","LNHIMF_18620","ONMMKP_15810","IKCLMC_13520","PKJKAM_18430"
"AJBGEP_19380","persistent","Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain","9","9","1.0","NA","NA","","","","881","881","881.0","AJBGEP_19380","HFCAGB_19655","BEJGEH_18620","GEGEGB_20290","ODDLKH_20680","LNHIMF_18625","ONMMKP_15805","IKCLMC_13515","PKJKAM_18425"
"AJBGEP_19385","persistent","selenocysteine-specific translation elongation factor","9","9","1.0","NA","NA","","","","1850","1850","1850.0","AJBGEP_19385","HFCAGB_19660","BEJGEH_18625","GEGEGB_20285","ODDLKH_20685","LNHIMF_18635","ONMMKP_15800","IKCLMC_13510","PKJKAM_18420"
"AJBGEP_19390","persistent","L-seryl-tRNA(Sec) selenium transferase","9","9","1.0","NA","NA","","","","1391","1391","1391.0","AJBGEP_19390","HFCAGB_19665","BEJGEH_18630","GEGEGB_20280","ODDLKH_20690","LNHIMF_18640","ONMMKP_15795","IKCLMC_13505","PKJKAM_18415"
"AJBGEP_19395","persistent","glutathione S-transferase","9","9","1.0","NA","NA","","","","608","608","608.0","AJBGEP_19395","HFCAGB_19670","BEJGEH_18635","GEGEGB_20275","ODDLKH_20695","LNHIMF_18645","ONMMKP_15790","IKCLMC_13500","PKJKAM_18410"
"AJBGEP_19400","persistent","PTS mannitol transporter subunit IICBA","9","9","1.0","NA","NA","","","","1916","1916","1916.0","AJBGEP_19400","HFCAGB_19675","BEJGEH_18650","GEGEGB_20270","ODDLKH_20700","LNHIMF_18650","ONMMKP_15775","IKCLMC_13495","PKJKAM_18405"
"AJBGEP_19405","persistent","mannitol-1-phosphate 5-dehydrogenase","9","9","1.0","NA","NA","","","","1148","1148","1148.0","AJBGEP_19405","HFCAGB_19680","BEJGEH_18655","GEGEGB_20265","ODDLKH_20705","LNHIMF_18655","ONMMKP_15770","IKCLMC_13490","PKJKAM_18400"
"AJBGEP_19410","persistent","mannitol operon repressor MtlR","9","9","1.0","NA","NA","","","","590","590","590.0","AJBGEP_19410","HFCAGB_19685","BEJGEH_18660","GEGEGB_20260","ODDLKH_20710","LNHIMF_18660","ONMMKP_15765","IKCLMC_13485","PKJKAM_18395"
"AJBGEP_19415","persistent","Uncharacterized protein YibT","9","9","1.0","NA","NA","","","","206","209","208.67","AJBGEP_19415","HFCAGB_19690","BEJGEH_18665","GEGEGB_20255","ODDLKH_20715","LNHIMF_18665","ONMMKP_15760","IKCLMC_13480","PKJKAM_18390"
"AJBGEP_19420","persistent","YibL family ribosome-associated protein","9","9","1.0","NA","NA","","","","362","362","362.0","AJBGEP_19420","HFCAGB_19695","BEJGEH_18670","GEGEGB_20250","ODDLKH_20720","LNHIMF_18670","ONMMKP_15755","IKCLMC_13475","PKJKAM_18385"
"AJBGEP_19425","persistent","Inner membrane lipoprotein SadB","9","9","1.0","NA","NA","","","","683","683","683.0","AJBGEP_19425","HFCAGB_19700","BEJGEH_18675","GEGEGB_20245","ODDLKH_20725","LNHIMF_18675","ONMMKP_15750","IKCLMC_13470","PKJKAM_18380"
"AJBGEP_19440","persistent","L-lactate permease","9","9","1.0","NA","NA","","","","1655","1655","1655.0","AJBGEP_19440","HFCAGB_19715","BEJGEH_18690","GEGEGB_20230","ODDLKH_20740","LNHIMF_18690","ONMMKP_15735","IKCLMC_13455","PKJKAM_18365"
"AJBGEP_19445","persistent","transcriptional regulator LldR","9","9","1.0","NA","NA","","","","776","776","776.0","AJBGEP_19445","HFCAGB_19720","BEJGEH_18695","GEGEGB_20225","ODDLKH_20745","LNHIMF_18695","ONMMKP_15730","IKCLMC_13450","PKJKAM_18360"
"AJBGEP_19450","persistent","FMN-dependent L-lactate dehydrogenase LldD","9","9","1.0","NA","NA","","","","1190","1190","1190.0","AJBGEP_19450","HFCAGB_19725","BEJGEH_18700","GEGEGB_20220","ODDLKH_20750","LNHIMF_18700","ONMMKP_15725","IKCLMC_13445","PKJKAM_18355"
"AJBGEP_19455","persistent","tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine (34)-2'-O)-methyltransferase TrmL","9","9","1.0","NA","NA","","","","473","473","473.0","AJBGEP_19455","HFCAGB_19730","BEJGEH_18705","GEGEGB_20215","ODDLKH_20755","LNHIMF_18705","ONMMKP_15720","IKCLMC_13440","PKJKAM_18350"
"AJBGEP_19460","persistent","DNA-binding transcriptional regulator, LacI/PurR family","8","8","1.0","NA","NA","","","","1004","1004","1004.0","AJBGEP_19460","HFCAGB_19735","BEJGEH_18710","GEGEGB_20210","ODDLKH_20760","","ONMMKP_15715","IKCLMC_13435","PKJKAM_18345"
"AJBGEP_19465","persistent","L-talarate/galactarate dehydratase","8","8","1.0","NA","NA","","","","1196","1196","1196.0","AJBGEP_19465","HFCAGB_19740","BEJGEH_18715","GEGEGB_20205","ODDLKH_20765","","ONMMKP_15710","IKCLMC_13430","PKJKAM_18340"
"AJBGEP_19470","persistent","Sugar phosphate permease","8","9","1.12","NA","NA","","","","398","1310","1155.33","AJBGEP_19470","HFCAGB_19745","BEJGEH_18720","GEGEGB_20195" "GEGEGB_20200","ODDLKH_20770","","ONMMKP_15705","IKCLMC_13425","PKJKAM_18335"
"AJBGEP_19475","persistent","serine O-acetyltransferase","9","9","1.0","NA","NA","","","","821","821","821.0","AJBGEP_19475","HFCAGB_19750","BEJGEH_18725","GEGEGB_20190","ODDLKH_20775","LNHIMF_18710","ONMMKP_15700","IKCLMC_13420","PKJKAM_18330"
"AJBGEP_19480","persistent","NAD(P)H-dependent glycerol-3-phosphate dehydrogenase","9","9","1.0","NA","NA","","","","1019","1019","1019.0","AJBGEP_19480","HFCAGB_19755","BEJGEH_18730","GEGEGB_20185","ODDLKH_20780","LNHIMF_18715","ONMMKP_15695","IKCLMC_13415","PKJKAM_18325"
"AJBGEP_19485","persistent","protein-export chaperone SecB","9","9","1.0","NA","NA","","","","467","467","467.0","AJBGEP_19485","HFCAGB_19760","BEJGEH_18735","GEGEGB_20180","ODDLKH_20785","LNHIMF_18720","ONMMKP_15690","IKCLMC_13410","PKJKAM_18320"
"AJBGEP_19490","persistent","glutaredoxin 3","9","9","1.0","NA","NA","","","","251","251","251.0","AJBGEP_19490","HFCAGB_19765","BEJGEH_18740","GEGEGB_20175","ODDLKH_20790","LNHIMF_18725","ONMMKP_15685","IKCLMC_13405","PKJKAM_18315"
"AJBGEP_19495","persistent","Rhodanese-related sulfurtransferase","9","9","1.0","NA","NA","","","","431","431","431.0","AJBGEP_19495","HFCAGB_19770","BEJGEH_18745","GEGEGB_20170","ODDLKH_20795","LNHIMF_18730","ONMMKP_15680","IKCLMC_13400","PKJKAM_18310"
"AJBGEP_19500","persistent","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","9","9","1.0","NA","NA","","","","1544","1544","1544.0","AJBGEP_19500","HFCAGB_19775","BEJGEH_18750","GEGEGB_20165","ODDLKH_20800","LNHIMF_18735","ONMMKP_15675","IKCLMC_13395","PKJKAM_18305"
